massimale_apertura.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
7.5145	673.43445	-194.76929	-53.47595	398.60229	339.08386
7.515	520.15686	-196.38062	2.11487	337.57324	480.67932
7.5155	153.88184	-147.53723	97.98889	208.56628	173.92273
7.516	34.74426	-70.09277	76.43738	81.97632	-184.8999
7.5165	-142.099	-25.98267	30.71594	-125.7843	-91.94641
7.517	-260.3302	20.44373	40.2832	-255.49622	188.72681
7.5175	-616.43372	62.74109	231.32629	-378.76282	353.98865
7.518	-722.88208	79.45862	304.64172	-561.44714	281.6803
7.5185	-315.82031	115.10925	140.18555	-571.71936	115.41138
7.519	-109.16748	152.37122	-26.18408	-461.24268	51.96533
7.5195	-158.5144	187.4176	-131.22253	-229.11072	122.15881
7.52	-353.58582	206.75354	-196.07849	221.65833	302.72827
7.5205	-562.25281	204.9408	-189.73389	515.52429	169.7937
7.521	-306.65588	225.58594	-164.85901	551.98059	-211.58752
7.5215	351.47095	248.9502	-85.09827	415.0177	-638.58948
7.522	806.57043	197.89124	155.69458	39.77966	-764.5752
7.5225	1007.18079	150.35706	72.00623	-33.9386	-653.9978
7.523	1203.05786	88.92517	-117.02271	112.79297	-453.18604
7.5235	1039.40735	23.46497	-215.0116	244.21692	-182.78503
7.524	620.15991	-45.52002	-205.54504	240.1886	-0.30212
7.5245	446.84143	-92.95349	-149.14856	159.01794	78.55225
7.525	410.38513	-131.82678	-102.82288	70.19348	143.60962
7.5255	337.47253	-150.75989	-85.70251	36.65771	140.58838
7.526	266.17126	-160.9314	-64.75525	30.81665	57.60498
7.5265	340.69519	-201.71814	-54.28162	25.07629	-3.92761
7.527	357.1106	-257.30896	-47.63489	14.30054	-71.40198
7.5275	312.79907	-257.51038	-45.11719	22.05505	-126.69067
7.528	297.39075	-218.93921	-47.63489	6.14319	-97.58606
7.5285	355.80139	-194.87	-53.87878	-17.92603	-28.70178
7.529	296.58508	-165.36255	-31.92444	-14.90479	18.93311
7.5295	303.83606	-147.23511	-16.61682	9.97009	31.21948
7.53	416.62903	-172.10999	7.35168	16.71753	75.83313
7.5305	496.18835	-221.65833	20.64514	3.42407	102.82288
7.531	404.14124	-255.09338	18.93311	-1.81274	132.33032
7.5315	81.87561	-264.25781	22.6593	-2.71912	186.41052
7.532	-372.61963	-253.88489	22.86072	9.76868	274.1272
7.5325	-534.55811	-241.4978	12.89062	15.81116	364.36157
7.533	-517.03491	-230.31921	7.04956	49.24622	401.42212
7.5335	-546.34094	-214.00452	17.12036	66.6687	458.62427
7.534	-753.19519	-163.65051	32.7301	56.39648	627.41089
7.5345	-991.77246	-110.77881	43.60657	48.13843	608.98132
7.535	-993.98804	-66.87012	43.30444	56.29578	356.90918
7.5355	-930.6427	-31.52161	45.82214	29.10461	38.06763
7.536	-1003.85742	45.3186	35.54993	-17.22107	-405.34973
7.5365	-633.15125	145.72449	26.68762	-77.84729	-833.56018
7.537	-363.4552	214.60876	33.73718	-128.20129	-991.97388
7.5375	-369.39697	214.30664	44.11011	-125.98572	-624.28894
7.538	-453.58887	176.13831	41.79382	-83.38623	-67.57507
7.5385	-359.52759	124.4751	35.34851	-14.80408	229.91638
7.539	-338.68103	87.91809	27.79541	27.09045	246.83533
7.5395	-103.82996	60.72693	-6.14319	35.95276	39.07471
7.54	274.02649	80.26428	-28.09753	44.61365	-250.56152
7.5405	468.19153	132.12891	-20.44373	40.48462	-364.26086
7.541	374.7345	188.72681	-1.81274	19.43665	-255.69763
7.5415	284.29871	216.62292	13.69629	16.61682	-116.31775
7.542	337.0697	226.49231	30.81665	20.34302	-131.22253
7.5425	269.59534	226.99585	44.91577	-38.06763	-116.01562
7.543	154.18396	221.75903	49.64905	-69.1864	-83.58765
7.5435	132.12891	209.57336	76.43738	-154.78821	-82.17773
7.544	350.26245	184.39636	97.78748	-211.78894	-114.30359
7.5445	638.69019	150.35706	128.80554	-185.00061	-128.90625
7.545	755.10864	107.55615	116.922	-192.75513	-128.20129
7.5455	721.06934	68.68286	7.35168	-166.47034	-91.44287
7.546	584.10645	44.41223	-148.24219	-83.38623	-58.00781
7.5465	408.06885	46.42639	-210.37903	-34.94568	-35.75134
7.547	177.3468	72.9126	-191.04309	-2.31628	-28.29895
7.5475	-26.58691	84.79614	-161.13281	23.06213	-31.92444
7.548	-165.56396	77.14233	-129.20837	48.23914	-42.29736
7.5485	-265.3656	65.96375	-88.42163	63.94958	-41.69312
7.549	-325.99182	47.8363	13.797	-57.50427	-28.39966
7.5495	-386.01379	36.35559	48.74268	-108.86536	-4.83398
7.55	-498.20251	58.10852	6.84814	-23.66638	8.25806
7.5505	-666.18347	114.90784	-52.771	31.52161	45.72144
7.551	-801.43433	161.23352	-88.42163	33.33435	132.33032
7.5515	-793.88123	155.59387	-68.78357	-0.10071	195.47424
7.552	-633.75549	117.52625	-55.3894	-21.14868	220.24841
7.5525	-470.70923	58.51135	-75.4303	-29.91028	244.51904
7.553	-343.3136	-10.77576	-65.05737	-94.06128	357.2113
7.5535	-278.96118	-65.96375	1.2085	-166.26892	546.94519
7.554	-287.92419	-87.31384	99.60022	-189.12964	756.61926
7.5545	-270.30029	-86.91101	181.17371	-208.46558	783.10547
7.555	-150.9613	-41.39099	142.099	-198.6969	360.23254
7.5555	-39.57825	-17.72461	92.95349	-123.36731	-11.2793
7.556	40.08179	-32.12585	124.87793	0.20142	-94.16199
7.5565	135.04944	-41.18958	114.90784	93.45703	-31.21948
7.557	274.53003	-55.89294	212.39319	55.08728	-114.60571
7.5575	385.30884	3.92761	492.26074	-144.11316	-519.75403
7.558	452.98462	48.03772	822.07947	-374.53308	-821.47522
7.5585	412.39929	61.73401	844.53735	-623.08044	-772.63184
7.559	340.49377	43.60657	103.02429	-524.89014	-533.55103
7.5595	160.02502	18.42957	-579.17175	-93.55774	-246.83533
7.56	-151.26343	-12.28638	-813.41858	293.86597	-102.92358
7.5605	-324.88403	-27.6947	-679.0741	283.69446	-39.57825
7.561	-387.02087	-62.74109	-356.10352	101.41296	46.22498
7.5615	-413.10425	-94.2627	-53.87878	-92.55066	104.63562
7.562	-349.15466	-79.96216	86.10535	-277.45056	127.99988
7.5625	-292.95959	-53.67737	75.4303	-371.71326	182.3822
7.563	-207.96204	-14.60266	61.43188	-321.35925	240.79285
7.5635	-61.02905	33.73718	93.75916	-110.87952	101.61438
7.564	14.09912	77.44446	132.63245	110.87952	-11.17859
7.5645	-16.51611	103.72925	185.70557	123.16589	-10.97717
7.565	40.2832	96.7804	160.02502	34.44214	-80.36499
7.5655	87.01172	76.53809	56.90002	59.61914	-187.21619
7.566	130.92041	35.54993	9.97009	313.30261	-185.00061
7.5665	178.95813	21.04797	172.41211	490.85083	-76.13525
7.567	185.80627	9.06372	600.72327	406.45752	-27.09045
7.5675	174.52698	-8.45947	794.08264	134.14307	-76.23596
7.568	173.5199	-11.07788	328.81165	112.49084	-116.41846
7.5685	131.52466	-30.51453	-114.505	203.12805	-95.97473
7.569	-19.94019	-50.85754	-447.84851	282.68738	-100.30518
7.5695	-186.91406	-67.67578	-563.86414	382.99255	-108.05969
7.57	-183.69141	-90.63721	-406.96106	426.69983	-100.80872
7.5705	-76.43738	-87.51526	-187.21619	216.92505	-70.99915
7.571	78.65295	-80.96924	71.60339	-47.23206	-59.1156
7.5715	142.60254	-62.53967	327.09961	-336.86829	1.10779
7.572	162.84485	-48.64197	433.24585	-477.55737	54.78516
7.5725	318.74084	-33.53577	407.76672	-371.91467	28.70178
7.573	331.83289	-37.96692	292.95959	-280.57251	10.67505
7.5735	72.00623	-71.40198	-15.1062	31.52161	50.65613
7.574	-116.922	-92.55066	-260.12878	303.23181	80.16357
7.5745	-137.96997	-50.2533	-232.83691	142.19971	69.08569
7.575	-163.65051	14.09912	-48.84338	-203.32947	15.81116
7.5755	-189.63318	97.98889	125.38147	-235.1532	-77.14233
7.576	-131.22253	129.30908	438.58337	-203.93372	-124.27368
7.5765	17.22107	138.27209	441.30249	-354.49219	-103.22571
7.577	-145.62378	111.48376	-73.31543	-557.62024	-39.17542
7.5775	3.22266	73.11401	-570.10803	-428.10974	10.27222
7.578	600.72327	45.52002	-826.91345	-125.98572	4.53186
7.5785	869.51294	-18.63098	-930.03845	60.92834	33.33435
7.579	646.84753	-95.77332	-883.30994	40.68604	41.29028
7.5795	-473.52905	-113.09509	-702.84119	-191.64734	117.72766
7.58	-952.69775	-82.68127	-440.29541	-383.09326	200.30823
7.5805	-463.45825	-59.41772	-157.80945	-522.07031	283.29163
7.581	81.27136	-53.37524	-39.47754	-344.21997	211.99036
7.5815	83.68835	-73.91968	101.71509	172.10999	136.66077
7.582	-2.5177	-88.82446	200.71106	490.34729	19.03381
7.5825	-52.36816	-83.78906	197.58911	305.85022	-48.33984
7.583	-103.42712	-53.67737	228.20435	100.40588	-55.3894
7.5835	-289.93835	-5.0354	292.85889	61.53259	8.96301
7.584	-279.46472	56.19507	331.02722	-13.39417	-56.39648
7.5845	-35.14709	62.13684	261.6394	81.57349	-177.64893
7.585	86.60889	67.8772	149.04785	304.3396	-206.75354
7.5855	105.13916	63.64746	314.91394	275.23499	-143.20679
7.586	98.59314	53.67737	405.04761	302.02332	-9.36584
7.5865	88.42163	38.26904	443.82019	233.9447	118.63403
7.587	79.66003	37.06055	480.78003	-72.00623	182.18079
7.5875	149.24927	49.95117	344.21997	-350.16174	134.34448
7.588	245.82825	26.68762	216.62292	-516.22925	96.7804
7.5885	228.70789	-31.11877	132.22961	-297.89429	75.73242
7.589	179.96521	-72.81189	36.85913	259.62524	57.50427
7.5895	184.29565	-81.47278	213.19885	553.59192	56.49719
7.59	195.67566	-93.65845	242.40417	586.62415	177.74963
7.5905	261.13586	-108.26111	-169.69299	387.92725	399.30725
7.591	349.45679	-123.16589	-501.42517	260.43091	550.46997
7.5915	301.8219	-114.30359	-364.86511	211.88965	561.95068
7.592	248.74878	-96.47827	-226.49231	315.82031	166.87317
7.5925	255.2948	-66.06445	-246.5332	565.07263	-169.89441
7.593	256.5033	-25.57983	-264.25781	623.88611	-201.01318
7.5935	29.80957	0.50354	-275.93994	520.86182	-117.12341
7.594	-191.94946	29.91028	-242.30347	331.02722	16.11328
7.5945	-108.26111	50.15259	-168.68591	177.64893	83.58765
7.595	33.9386	49.24622	-102.21863	47.03064	-8.96301
7.5955	137.56714	-37.46338	-73.01331	24.77417	-103.42712
7.596	245.82825	-115.41138	-84.69543	77.24304	-196.48132
7.5965	333.74634	-161.0321	-105.84412	58.30994	-254.48914
7.597	429.31824	-174.62769	-111.58447	20.44373	-211.78894
7.5975	417.63611	-155.29175	-99.80164	8.7616	-169.89441
7.598	510.28748	-164.95972	-76.33667	-3.7262	-140.08484
7.5985	479.47083	-195.57495	-60.52551	-39.57825	-84.2926
7.599	48.13843	-232.43408	-47.23206	-44.91577	-15.00549
7.5995	-715.32898	-219.54346	-89.52942	1.3092	37.56409
7.6	-1255.52673	-157.70874	-46.12427	43.30444	16.11328
7.6005	-1015.53955	-84.69543	94.76624	49.44763	-86.10535
7.601	-617.34009	-21.85364	238.47656	12.5885	-162.94556
7.6015	-458.22144	25.57983	283.49304	-47.7356	-227.39868
7.602	-585.21423	62.43896	175.73547	-100.20447	-27.89612
7.6025	-790.05432	103.93066	-72.00623	-47.03064	228.40576
7.603	-667.89551	131.72607	-181.57654	-24.27063	248.64807
7.6035	-156.50024	140.68909	-148.4436	-93.55774	114.70642
7.604	320.25146	179.26025	-93.75916	-163.14697	-30.61523
7.6045	169.49158	194.56787	-74.42322	-157.80945	74.62463
7.605	-42.39807	187.31689	-53.07312	-78.85437	285.5072
7.6055	23.96851	176.33972	-78.04871	-7.95593	234.95178
7.606	84.79614	171.10291	-180.16663	10.77576	102.92358
7.6065	92.75208	153.78113	-262.64648	-76.03455	-53.87878
7.607	240.99426	85.29968	-239.18152	-189.23035	-133.13599
7.6075	330.02014	-20.64514	-124.97864	-254.48914	-92.75208
7.608	389.63928	-115.7135	17.82532	-306.15234	-101.11084
7.6085	557.01599	-187.21619	99.70093	-252.27356	-136.86218
7.609	743.42651	-230.52063	100.6073	-204.13513	-145.9259
7.6095	851.58691	-260.53162	107.45544	-174.02344	-87.31384
7.61	896.20056	-307.05872	125.98572	26.28479	4.83398
7.6105	706.06384	-334.95483	108.36182	239.78577	123.87085
7.611	453.28674	-345.52917	70.19348	257.51038	178.95813
7.6115	386.61804	-308.46863	42.59949	181.97937	142.90466
7.612	185.70557	-225.48523	28.70178	118.2312	279.86755
7.6125	-95.67261	-157.30591	11.98425	103.02429	629.32434
7.613	-473.02551	-55.2887	-15.60974	79.35791	1075.05798
7.6135	-824.59717	60.4248	-40.88745	11.38	1150.79041
7.614	-892.37366	121.35315	-45.3186	-96.37756	510.79102
7.6145	-506.25916	164.65759	-71.50269	-126.89209	-390.04211
7.615	36.75842	192.95654	-99.3988	5.13611	-969.6167
7.6155	1081.40259	219.74487	-115.61279	96.7804	-1128.1311
7.616	2214.36768	246.23108	-101.11084	68.48145	-949.77722
7.6165	2466.33911	256.40259	-70.79773	19.53735	-641.30859
7.617	1868.73779	192.05017	-47.03064	3.8269	-417.63611
7.6175	1438.41248	126.89209	-46.22498	-7.5531	-342.1051
7.618	1230.75256	9.86938	-47.03064	-11.78284	-342.30652
7.6185	1197.72034	-122.76306	-53.57666	-29.50745	-327.80457
7.619	896.80481	-222.26257	-62.43896	-25.07629	-230.31921
7.6195	437.97913	-232.83691	-46.42639	-4.63257	-156.19812
7.62	267.27905	-164.85901	-12.99133	1.51062	-118.93616
7.6205	-100.10376	-63.34534	39.17542	-34.84497	-99.19739
7.621	-787.2345	50.75684	78.65295	-75.83313	-56.69861
7.6215	-1278.68958	182.18079	80.56641	-52.36816	-16.81824
7.622	-1486.34949	272.11304	77.24304	-12.28638	29.20532
7.6225	-1759.26819	331.63147	81.47278	18.32886	181.073
7.623	-1786.66077	297.89429	84.19189	26.58691	285.00366
7.6235	-1610.62317	169.49158	74.92676	19.13452	316.72668
7.624	-1256.3324	-10.37292	56.39648	16.81824	225.98877
7.6245	-909.39331	-130.8197	41.99524	15.50903	99.90234
7.625	-622.4762	-187.11548	28.39966	-12.68921	-47.8363
7.6255	-608.07495	-166.26892	26.48621	-35.34851	-187.21619
7.626	-441.30249	-80.56641	61.93542	-49.24622	-256.20117
7.6265	-248.74878	-34.34143	100.10376	-75.22888	-140.58838
7.627	-163.85193	-36.35559	122.76306	-111.08093	-36.15417
7.6275	-148.84644	-66.87012	121.75598	-174.72839	36.55701
7.628	-142.30042	-101.61438	106.64978	-198.49548	154.58679
7.6285	-74.52393	-138.47351	79.76074	-177.64893	220.24841
7.629	25.07629	-157.00378	20.44373	-103.32642	198.29407
7.6295	-57.10144	-148.74573	9.06372	-46.02356	95.47119
7.63	-398.30017	-108.76465	54.88586	-72.30835	15.00549
7.6305	-701.83411	-40.1825	50.75684	-120.34607	121.65527
7.631	-1006.37512	45.52002	29.10461	-45.11719	361.64246
7.6315	-1246.2616	113.09509	23.8678	81.7749	366.07361
7.632	-1231.55823	144.21387	0.90637	183.69141	145.32166
7.6325	-886.73401	191.94946	6.2439	188.6261	-27.79541
7.633	-286.21216	266.6748	72.00623	142.099	-161.63635
7.6335	295.67871	295.98083	123.16589	49.74976	-96.8811
7.634	549.76501	296.48438	107.75757	-68.38074	35.75134
7.6345	466.37878	235.95886	82.88269	-208.56628	2.01416
7.635	263.25073	174.12415	180.36804	-253.17993	-134.24377
7.6355	128.90625	121.45386	321.05713	-172.21069	-205.94788
7.636	111.08093	75.73242	209.17053	-52.67029	-160.42786
7.6365	201.81885	32.93152	-74.42322	179.76379	-93.15491
7.637	297.08862	-0.20142	-171.0022	200.0061	-95.97473
7.6375	315.92102	-30.51453	-157.70874	43.40515	-92.24854
7.638	246.63391	-45.3186	-103.22571	-86.8103	-121.75598
7.6385	154.18396	-29.00391	-48.03772	-178.5553	-180.67017
7.639	65.25879	-3.12195	-8.8623	-107.55615	-235.65674
7.6395	-80.26428	6.04248	-10.17151	104.03137	-173.01636
7.64	-179.56238	23.8678	-27.39258	298.69995	-42.90161
7.6405	50.75684	26.48621	-64.95667	337.17041	26.48621
7.641	198.29407	26.48621	-31.52161	197.89124	95.77332
7.6415	36.15417	3.42407	12.89062	3.32336	191.84875
7.642	51.5625	-37.7655	12.99133	-167.98096	267.78259
7.6425	185.00061	-77.54517	2.92053	-220.75195	307.15942
7.643	67.8772	-119.94324	-9.97009	-222.5647	294.47021
7.6435	-275.83923	-140.08484	-85.90393	-199.40186	144.41528
7.644	-354.6936	-128.80554	-116.31775	-137.66785	-31.32019
7.6445	-22.86072	-127.89917	-74.42322	4.73328	-68.17932
7.645	116.82129	-159.62219	35.2478	119.94324	111.58447
7.6455	-217.83142	-175.53406	145.52307	232.73621	395.48035
7.646	-631.53992	-165.66467	132.22961	170.59937	353.48511
7.6465	-734.56421	-81.67419	-24.57275	109.06677	85.09827
7.647	-631.84204	48.03772	-179.96521	144.71741	-229.71497
7.6475	-488.43384	152.57263	-109.87244	90.13367	-452.38037
7.648	-73.51685	202.02026	80.06287	-113.80005	-427.90833
7.6485	492.05933	171.20361	189.9353	-309.47571	-167.88025
7.649	346.93909	131.92749	256.30188	-452.48108	29.20532
7.6495	42.29736	136.56006	353.18298	-526.09863	-65.3595
7.65	58.61206	169.29016	171.80786	-384.40247	-296.38367
7.6505	162.74414	205.64575	-220.14771	-219.44275	-426.297
7.651	274.73145	239.58435	-391.75415	-78.45154	-477.65808
7.6515	276.54419	239.38293	-134.94873	21.85364	-473.22693
7.652	271.20667	209.77478	256.90613	52.36816	-526.40076
7.6525	270.401	173.11707	488.03101	10.77576	-606.66504
7.653	226.59302	132.12891	418.7439	-2.61841	-530.02625
7.6535	201.51672	103.62854	294.87305	-246.73462	-155.79529
7.654	98.59314	83.28552	44.11011	-530.22766	479.26941
7.6545	110.27527	60.12268	-123.06519	-425.28992	895.29419
7.655	135.8551	-3.42407	-220.85266	-440.59753	775.14954
7.6555	208.56628	-57.50427	-202.82593	-246.5332	385.20813
7.656	253.58276	-56.39648	103.02429	148.54431	147.23511
7.6565	268.78967	-27.99683	684.31091	203.63159	63.24463
7.657	290.74402	-24.87488	991.0675	-204.63867	33.53577
7.6575	246.73462	-37.66479	753.19519	-633.8562	50.85754
7.658	58.30994	-47.03064	36.55701	-564.36768	88.72375
7.6585	-104.03137	-48.64197	-288.72986	-176.0376	74.42322
7.659	-168.88733	-37.46338	-296.18225	182.98645	22.25647
7.6595	-144.31458	-51.15967	-160.83069	156.39954	50.65613
7.66	-161.93848	-115.31067	-218.53638	68.48145	90.5365
7.6605	-223.67249	-136.56006	-338.88245	304.64172	95.5719
7.661	-325.79041	-132.93457	-360.83679	569.90662	89.63013
7.6615	-439.59045	-108.36182	-421.2616	575.34485	116.72058
7.662	-404.74548	-84.89685	-324.98474	438.8855	97.58606
7.6625	-197.08557	-70.19348	-149.75281	274.83215	41.59241
7.663	-13.29346	-61.23047	-191.34521	191.54663	6.2439
7.6635	102.11792	-47.7356	-265.26489	204.03442	-52.46887
7.664	347.74475	-27.6947	-265.46631	459.93347	-149.45068
7.6645	474.33472	-27.6947	-203.02734	646.24329	-180.36804
7.665	282.28455	-35.95276	-166.47034	646.94824	-159.52148
7.6655	-115.10925	-14.09912	-55.79224	304.23889	-127.89917
7.666	-134.64661	19.03381	13.99841	-65.25879	-200.40894
7.6665	207.65991	35.54993	13.797	-220.24841	-188.82751
7.667	200.71106	31.52161	-39.77966	-154.48608	15.91187
7.6675	98.19031	7.15027	-15.60974	0.70496	182.98645
7.668	-60.92834	0.50354	34.34143	112.18872	299.40491
7.6685	-310.48279	23.76709	-0.10071	36.55701	378.35999
7.669	-358.82263	31.4209	82.9834	-120.34607	411.59363
7.6695	-285.80933	27.89612	112.08801	-321.56067	344.52209
7.67	-163.85193	-0.60425	83.38623	-517.53845	216.01868
7.6705	-195.67566	-40.78674	-36.4563	-519.14978	133.43811
7.671	-198.89832	-69.68994	-211.38611	-678.36914	117.62695
7.6715	-155.59387	-67.47437	-272.31445	-704.65393	73.41614
7.672	32.12585	-60.92834	-141.59546	-403.53699	-94.56482
7.6725	223.47107	-41.69312	58.10852	-109.87244	-198.09265
7.673	-2.31628	-45.01648	-54.28162	7.15027	-106.34766
7.6735	-57.50427	-58.30994	-365.57007	462.55188	-107.75757
7.674	233.74329	-57.00073	-334.65271	910.40039	-237.77161
7.6745	282.48596	-77.24304	-18.8324	922.08252	-192.85583
7.675	157.91016	-66.76941	232.33337	636.87744	-33.63647
7.6755	52.8717	8.96301	205.44434	408.06885	90.23438
7.676	-43.50586	101.11084	129.10767	106.44836	195.77637
7.6765	-20.84656	164.85901	66.26587	-133.23669	295.07446
7.677	12.5885	165.46326	9.86938	-194.16504	355.80139
7.6775	10.67505	123.46802	-15.81116	-109.97314	279.66614
7.678	15.60974	91.54358	-43.40515	119.94324	35.54993
7.6785	19.43665	41.08887	-115.51208	410.78796	-165.66467
7.679	27.89612	-9.16443	-183.38928	499.10889	-261.94153
7.6795	15.00549	-63.74817	-206.04858	408.06885	-265.96985
7.68	-20.54443	-94.3634	-175.53406	308.56934	-282.48596
7.6805	26.08337	-104.23279	-144.91882	169.39087	-300.41199
7.681	96.98181	-110.98022	-127.09351	99.90234	-183.38928
7.6815	5.53894	-123.87085	-105.6427	127.29492	35.2478
7.682	-193.96362	-117.62695	-105.84412	109.26819	249.25232
7.6825	-377.45361	-102.11792	-94.06128	-9.86938	463.05542
7.683	-498.70605	-62.74109	-58.10852	-142.50183	471.01135
7.6835	-460.94055	-34.14001	-8.25806	-279.56543	348.55042
7.684	-337.67395	-31.11877	49.0448	-302.82898	82.47986
7.6845	-379.97131	-43.80798	101.51367	-46.22498	-470.50781
7.685	-141.49475	-23.8678	90.5365	129.81262	-760.74829
7.6855	338.78174	25.57983	119.54041	81.17065	-766.69006
7.686	858.23364	71.60339	196.58203	-41.89453	-544.22607
7.6865	1069.82117	69.28711	364.56299	-177.95105	-106.8512
7.687	864.98108	32.22656	407.76672	-279.66614	222.5647
7.6875	745.03784	-10.27222	118.33191	-255.59692	352.27661
7.688	660.2417	-59.31702	-210.37903	-64.75525	235.05249
7.6885	506.66199	-67.07153	-290.03906	111.08093	34.84497
7.689	34.34143	-66.56799	-179.15955	127.79846	-92.34924
7.6895	-102.11792	-58.61206	-87.91809	72.81189	-228.30505
7.69	534.05457	-41.99524	-42.19666	63.14392	-338.47961
7.6905	1270.02869	-59.51843	-40.58533	117.02271	-133.43811
7.691	1495.41321	-121.45386	-53.67737	154.28467	167.98096
7.6915	1508.70667	-181.073	-62.64038	101.11084	192.95654
7.692	1458.35266	-225.48523	-71.09985	14.50195	-13.99841
7.6925	1249.48425	-229.31213	-63.94958	-27.49329	-248.54736
7.693	745.7428	-219.14062	-65.56091	-35.34851	-236.56311
7.6935	157.00378	-193.35938	-51.86462	-25.27771	-118.33191
7.694	-439.48975	-157.00378	-44.0094	23.36426	22.45789
7.6945	-868.50586	-82.27844	-19.43665	62.8418	139.27917
7.695	-1121.7865	3.22266	8.96301	59.1156	207.15637
7.6955	-1201.95007	68.58215	26.68762	25.37842	253.48206
7.696	-1257.74231	110.87952	48.13843	-15.81116	336.66687
7.6965	-1308.70056	164.85901	73.01331	-68.48145	356.80847
7.697	-1272.34497	187.21619	82.07703	-89.22729	265.96985
7.6975	-1202.55432	158.4137	77.54517	-30.91736	169.89441
7.698	-831.44531	121.05103	55.89294	15.20691	83.78906
7.6985	-439.89258	102.62146	58.71277	47.13135	-58.61206
7.699	-299.20349	99.2981	61.02905	60.72693	-259.62524
7.6995	-74.12109	84.2926	58.81348	16.71753	-347.74475
7.7	34.54285	51.5625	46.82922	-14.80408	-149.75281
7.7005	25.47913	10.97717	35.85205	-40.1825	201.31531
7.701	-61.93542	-3.02124	27.19116	-54.98657	284.29871
7.7015	-178.75671	-6.3446	31.21948	-78.35083	189.02893
7.702	-381.17981	-16.71753	32.7301	-111.8866	150.55847
7.7025	-499.51172	-35.14709	11.68213	-124.37439	190.84167
7.703	-523.98376	-60.52551	-21.65222	-92.34924	213.19885
7.7035	-492.36145	-75.22888	-47.33276	-39.57825	148.94714
7.704	-425.59204	-88.42163	-69.79065	2.11487	95.37048
7.7045	-275.93994	-72.20764	-56.19507	-5.94177	159.7229
7.705	-38.974	-58.51135	-26.28479	-49.0448	182.18079
7.7055	-48.13843	-57.20215	-5.0354	-31.72302	42.19666
7.706	5.84106	-39.37683	-24.47205	-28.70178	-95.67261
7.7065	357.81555	5.43823	-44.71436	-20.74585	-274.73145
7.707	1003.65601	48.03772	-37.56409	18.63098	-461.14197
7.7075	1416.86096	52.771	-27.09045	51.05896	-411.1908
7.708	1325.21667	44.61365	-5.74036	21.85364	-258.71887
7.7085	949.77722	20.34302	12.18567	-67.57507	-143.91174
7.709	542.11121	-31.82373	19.33594	-106.8512	-62.9425
7.7095	-40.08179	-110.87952	4.83398	-79.45862	-2.21558
7.71	-514.71863	-140.48767	-26.28479	-47.03064	49.14551
7.7105	-565.8783	-116.11633	-40.08179	-30.61523	58.20923
7.711	-553.49121	-53.27454	-47.03064	-32.62939	-18.8324
7.7115	-348.85254	-25.27771	-43.10303	-26.08337	-117.02271
7.712	128.90625	15.1062	-26.68762	-48.33984	-173.5199
7.7125	327.20032	59.82056	-10.47363	-68.28003	-207.4585
7.713	106.9519	106.64978	7.25098	-96.17615	-135.65369
7.7135	-332.23572	168.58521	15.81116	-98.99597	17.6239
7.714	-862.06055	235.65674	33.13293	-55.08728	229.91638
7.7145	-1437.4054	287.31995	55.79224	18.93311	302.72827
7.715	-1204.46777	292.15393	70.89844	63.04321	232.13196
7.7155	-601.32751	271.50879	43.60657	80.86853	135.65369
7.716	-44.51294	248.24524	29.50745	75.83313	185.60486
7.7165	238.77869	200.30823	35.14709	24.47205	313.60474
7.717	-18.42957	141.49475	47.93701	-17.72461	302.02332
7.7175	-122.66235	86.40747	41.59241	-17.12036	108.46252
7.718	-52.26746	29.70886	24.47205	8.05664	-248.24524
7.7185	57.30286	-9.56726	-3.12195	49.0448	-462.7533
7.719	163.85193	-51.15967	-21.45081	8.45947	-307.96509
7.7195	209.9762	-96.47827	-32.83081	-75.4303	-86.60889
7.72	279.76685	-107.45544	-45.11719	-113.09509	-44.81506
7.7205	614.01672	-92.95349	-46.92993	-122.25952	-113.09509
7.721	956.82678	-97.98889	-19.63806	-133.53882	-114.60571
7.7215	1013.42468	-87.01172	11.17859	-143.3075	-99.90234
7.722	883.10852	-56.49719	76.63879	-154.98962	-165.26184
7.7225	676.5564	-65.25879	120.54749	-83.08411	-185.60486
7.723	481.28357	-103.62854	90.13367	61.33118	-198.99902
7.7235	283.69446	-111.68518	182.78503	41.99524	-210.98328
7.724	105.23987	-130.01404	290.34119	-113.29651	-116.922
7.7245	-115.10925	-141.99829	161.93848	-347.54333	8.05664
7.725	-260.53162	-124.77722	25.07629	-521.9696	-0.90637
7.7255	-404.34265	-86.60889	-118.73474	-443.21594	99.49951
7.726	-544.22607	-39.47754	-159.52148	-227.19727	179.15955
7.7265	-618.24646	45.2179	-115.31067	43.00232	95.06836
7.727	-660.34241	98.59314	59.41772	222.46399	64.65454
7.7275	-674.54224	65.86304	293.66455	224.67957	209.57336
7.728	-537.07581	50.05188	501.92871	123.16589	410.88867
7.7285	-292.35535	86.40747	721.77429	-160.42786	485.00977
7.729	-136.76147	105.6427	557.31812	-364.7644	441.90674
7.7295	-21.04797	92.95349	168.38379	-465.47241	107.45544
7.73	61.73401	109.3689	-139.37988	-179.56238	-194.66858
7.7305	60.22339	136.35864	-251.77002	-19.83948	-243.61267
7.731	-100.70801	128.60413	-289.53552	8.8623	-175.93689
