massimale_apertura.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
1.969	-5.0354	-6.3446	-1.61133	-1.71204	-18.93311
1.9695	-12.48779	3.12195	2.31628	-2.71912	-21.24939
1.97	-1.40991	0.50354	2.5177	-4.12903	-24.47205
1.9705	7.35168	1.10779	4.02832	-13.19275	-26.3855
1.971	2.01416	4.02832	1.71204	-1.61133	-25.37842
1.9715	14.60266	4.12903	2.92053	-3.42407	-22.86072
1.972	23.66638	12.89062	7.04956	-3.62549	-20.24231
1.9725	23.36426	10.47363	-4.63257	-2.31628	-22.45789
1.973	32.12585	7.35168	-1.71204	-0.10071	-20.54443
1.9735	24.06921	6.74744	3.12195	-6.54602	-13.29346
1.974	19.53735	15.60974	5.43823	-7.95593	-11.78284
1.9745	18.02673	11.2793	8.66089	-6.14319	-5.13611
1.975	21.24939	23.56567	4.63257	-7.25098	-8.25806
1.9755	23.06213	23.66638	-2.61841	-5.74036	0.70496
1.976	17.22107	20.04089	3.42407	-10.27222	-2.5177
1.9765	18.02673	12.18567	6.54602	-6.14319	2.5177
1.977	12.5885	15.71045	3.02124	-0.10071	5.94177
1.9775	11.98425	11.48071	-1.91345	-8.56018	5.13611
1.978	3.52478	4.93469	6.74744	-2.41699	7.65381
1.9785	-7.5531	-0.70496	-0.60425	-5.53894	18.22815
1.979	-9.66797	-0.90637	5.0354	-0.90637	14.19983
1.9795	-18.93311	4.02832	0.30212	-4.12903	17.52319
1.98	-17.52319	-2.92053	-0.80566	-1.71204	22.05505
1.9805	-22.55859	-0.20142	-0.10071	1.71204	23.36426
1.981	-29.70886	-4.73328	-2.61841	-3.32336	17.01965
1.9815	-23.26355	-9.36584	-1.71204	-1.3092	20.34302
1.982	-24.06921	-15.60974	-8.15735	-3.52478	19.94019
1.9825	-30.31311	-20.04089	-6.64673	-1.91345	21.04797
1.983	-24.37134	-24.16992	-10.97717	6.64673	12.5885
1.9835	-24.77417	-34.54285	-10.57434	3.62549	15.00549
1.984	-32.52869	-23.76709	-5.84106	2.71912	8.05664
1.9845	-33.13293	-21.95435	-6.84814	0.90637	2.11487
1.985	-38.67188	-17.6239	-3.92761	-1.51062	6.14319
1.9855	-33.9386	-19.94019	-4.83398	-0.40283	-2.11487
1.986	-30.01099	-19.13452	-5.94177	3.22266	-3.12195
1.9865	-30.31311	-22.45789	-5.63965	5.84106	-0.30212
1.987	-30.91736	-18.8324	-1.40991	5.13611	-9.16443
1.9875	-26.68762	-13.99841	-3.52478	-3.12195	-4.83398
1.988	-17.22107	-7.75452	-2.61841	4.33044	-13.69629
1.9885	-18.22815	-6.64673	-3.52478	2.31628	-19.13452
1.989	-10.97717	2.31628	-1.61133	-1.10779	-24.87488
1.9895	-5.74036	-0.20142	-0.90637	-3.7262	-19.23523
1.99	-0.10071	2.5177	-3.92761	-4.53186	-17.82532
1.9905	4.53186	1.71204	3.22266	2.01416	-22.45789
1.991	7.5531	3.12195	-7.5531	1.3092	-17.52319
1.9915	8.66089	5.63965	2.31628	-0.30212	-21.75293
1.992	14.30054	8.15735	4.53186	4.73328	-19.83948
1.9925	19.53735	9.06372	-2.92053	1.71204	-15.30762
1.993	25.88196	12.99133	0.10071	-7.35168	-21.04797
1.9935	37.56409	14.40125	-5.53894	-1.10779	-15.91187
1.994	35.54993	10.67505	-1.81274	-7.35168	-9.86938
1.9945	34.54285	14.60266	1.91345	-5.33752	-10.87646
1.995	34.94568	9.86938	-2.11487	-1.10779	-7.85522
1.9955	27.39258	14.19983	-0.60425	-4.33044	-1.91345
1.996	31.01807	15.50903	4.93469	-0.10071	2.41699
1.9965	23.56567	11.88354	-0.70496	-9.97009	0.20142
1.997	19.13452	6.14319	-0.10071	-10.37292	7.04956
1.9975	20.44373	5.53894	-3.12195	-4.33044	12.38708
1.998	9.06372	4.12903	0.90637	-4.33044	15.00549
1.9985	7.65381	1.51062	2.81982	-2.81982	11.48071
1.999	-5.13611	0	3.32336	-1.3092	17.42249
1.9995	-3.92761	-2.71912	-0.20142	3.7262	13.59558
2	-2.31628	-10.17151	1.81274	4.02832	19.43665
2.0005	-11.17859	-7.75452	-0.10071	-1.10779	19.13452
2.001	-21.75293	-10.17151	0.90637	-1.40991	20.44373
2.0015	-23.66638	-10.87646	-3.92761	-1.40991	26.28479
2.002	-24.67346	-15.81116	0.40283	-3.42407	26.68762
2.0025	-35.54993	-24.77417	-1.10779	0.90637	21.95435
2.003	-35.65063	-15.50903	-3.22266	2.01416	14.80408
2.0035	-37.96692	-13.99841	0.10071	-3.92761	12.28638
2.004	-40.78674	-13.19275	0.50354	-0.10071	14.19983
2.0045	-41.39099	-15.81116	0.70496	1.61133	-0.90637
2.005	-32.22656	-18.22815	0.40283	1.3092	-4.53186
2.0055	-33.03223	-12.18567	2.92053	-0.30212	-2.21558
2.006	-36.55701	-15.81116	3.02124	-2.41699	-4.33044
2.0065	-33.83789	-10.27222	-0.10071	-0.90637	-4.12903
2.007	-27.99683	-12.38708	-4.83398	1.51062	-5.94177
2.0075	-22.25647	-10.57434	-2.71912	-0.50354	-15.00549
2.008	-19.94019	-7.35168	-4.73328	0.50354	-18.32886
2.0085	-15.00549	-5.33752	1.71204	-0.10071	-17.01965
2.009	-4.33044	-3.92761	-3.22266	0.90637	-19.63806
2.0095	0.40283	-1.71204	-7.95593	1.61133	-27.19116
2.01	4.73328	-0.10071	-7.5531	-5.33752	-27.29187
2.0105	14.40125	-1.00708	-1.91345	-0.70496	-25.37842
2.011	9.36584	10.37292	-1.81274	-4.43115	-21.65222
2.0115	17.92603	6.14319	-2.31628	-2.21558	-24.47205
2.012	20.84656	5.94177	-4.63257	-2.71912	-24.67346
2.0125	32.32727	10.87646	-0.50354	-3.52478	-19.83948
2.013	36.65771	12.99133	-6.74744	-9.66797	-16.01257
2.0135	34.54285	13.99841	-1.91345	-8.05664	-10.77576
2.014	38.06763	13.39417	-1.91345	-2.71912	-7.5531
2.0145	25.68054	7.5531	-2.31628	-1.71204	-7.5531
2.015	28.50037	9.36584	3.32336	-4.33044	-2.71912
2.0155	26.3855	7.75452	-4.33044	-3.32336	3.42407
2.016	26.98975	8.35876	-0.60425	-6.74744	2.31628
2.0165	21.04797	9.26514	-2.31628	-5.94177	1.61133
2.017	24.27063	3.7262	-0.10071	-2.5177	12.38708
2.0175	18.8324	7.25098	-3.42407	4.02832	9.06372
2.018	17.72461	3.8269	-6.14319	-2.11487	12.38708
2.0185	9.86938	-3.02124	-7.15027	-3.02124	23.26355
2.019	0.40283	-7.35168	-4.43115	5.74036	20.64514
2.0195	-4.33044	-0.10071	-9.46655	-1.10779	15.40833
2.02	-11.48071	-4.63257	-4.83398	-3.8269	21.14868
2.0205	-21.24939	-13.59558	1.61133	-1.10779	20.34302
2.021	-13.59558	-7.5531	1.71204	-1.00708	16.21399
2.0215	-25.27771	-16.81824	-1.40991	2.01416	18.73169
2.022	-24.67346	-18.63098	2.92053	-0.90637	19.83948
2.0225	-29.50745	-21.45081	-2.5177	-3.92761	20.24231
2.023	-37.66479	-18.12744	-0.90637	-3.52478	17.42249
2.0235	-35.75134	-17.42249	-1.51062	-1.2085	9.36584
2.024	-45.11719	-24.06921	-1.91345	0.50354	10.17151
2.0245	-40.88745	-16.21399	-0.60425	-3.02124	1.71204
2.025	-44.0094	-19.53735	0.40283	2.31628	-0.50354
2.0255	-39.57825	-16.41541	2.5177	5.33752	-1.3092
2.026	-35.2478	-14.70337	6.94885	1.40991	-5.94177
2.0265	-33.63647	-19.43665	4.43115	-3.02124	-7.45239
2.027	-25.88196	-11.98425	-0.90637	-0.80566	-7.5531
2.0275	-30.91736	-14.30054	-1.40991	-1.61133	-7.65381
2.028	-19.53735	-7.95593	4.33044	7.65381	-10.37292
2.0285	-0.90637	-1.40991	4.83398	-3.7262	-18.22815
2.029	2.92053	-1.81274	-1.51062	3.32336	-19.73877
2.0295	1.71204	-0.90637	4.93469	-0.10071	-24.57275
2.03	0.70496	6.74744	2.61841	-5.43823	-23.16284
2.0305	7.65381	3.32336	0.60425	-0.90637	-22.05505
2.031	10.0708	5.63965	6.54602	-3.12195	-21.14868
2.0315	20.34302	6.94885	4.33044	-2.31628	-22.96143
2.032	24.27063	9.86938	-3.52478	-2.71912	-21.55151
2.0325	30.31311	10.0708	0.50354	-3.7262	-21.24939
2.033	27.89612	14.30054	-0.10071	-0.80566	-15.91187
2.0335	28.39966	18.8324	-4.73328	-2.92053	-15.20691
2.034	29.20532	15.71045	-2.5177	-0.20142	-17.32178
2.0345	30.31311	9.36584	0.50354	-1.91345	-7.95593
2.035	29.30603	11.38	7.04956	-2.92053	-11.48071
2.0355	27.39258	11.17859	1.40991	2.21558	-3.02124
2.036	31.82373	9.16443	3.8269	0.80566	-5.43823
2.0365	24.57275	5.84106	3.02124	-0.60425	-0.10071
2.037	21.85364	7.15027	1.3092	-7.85522	8.66089
2.0375	15.60974	4.93469	3.02124	-0.60425	6.14319
2.038	3.42407	2.31628	-0.90637	-5.0354	9.36584
2.0385	-5.94177	3.7262	0.60425	-2.81982	15.1062
2.039	-4.12903	-2.92053	-2.71912	0.50354	11.78284
2.0395	-7.04956	4.22974	1.51062	5.23682	17.22107
2.04	-14.19983	-5.53894	-1.3092	-1.51062	20.04089
2.0405	-14.70337	-8.96301	-4.33044	5.13611	21.65222
2.041	-25.68054	-12.78992	-8.7616	6.94885	21.45081
2.0415	-28.80249	-11.07788	1.61133	5.23682	23.26355
2.042	-29.70886	-12.18567	-4.12903	3.22266	19.03381
2.0425	-31.72302	-16.81824	5.33752	-1.00708	13.49487
2.043	-27.29187	-26.08337	4.12903	-3.12195	11.58142
2.0435	-31.92444	-24.47205	-0.40283	-0.50354	13.39417
2.044	-30.71594	-18.8324	-3.02124	-0.50354	4.33044
2.0445	-31.52161	-15.71045	-13.59558	6.14319	0.70496
2.045	-34.94568	-14.70337	-8.7616	1.3092	-0.30212
2.0455	-31.92444	-18.8324	-3.52478	-1.81274	-2.21558
2.046	-28.19824	-18.32886	-4.63257	-1.61133	-4.33044
2.0465	-27.99683	-15.91187	-3.62549	0.30212	-6.14319
2.047	-24.06921	-13.89771	-4.73328	1.91345	-14.09912
2.0475	-28.50037	-16.01257	-0.30212	1.81274	-13.49487
2.048	-18.63098	-5.0354	-0.10071	2.01416	-14.40125
2.0485	-7.25098	-3.8269	-0.30212	-3.52478	-18.8324
2.049	-8.7616	-1.81274	5.84106	0.50354	-22.35718
2.0495	-6.14319	0.30212	-0.50354	1.00708	-16.41541
2.05	0.50354	6.2439	0.70496	2.11487	-22.6593
2.0505	6.64673	7.75452	-0.70496	1.2085	-17.12036
2.051	9.56726	8.35876	1.10779	-1.10779	-17.01965
2.0515	13.39417	8.7616	-6.54602	5.53894	-20.34302
2.052	22.05505	12.68921	-2.81982	2.61841	-24.87488
2.0525	30.11169	16.61682	0.80566	-3.92761	-13.797
2.053	29.30603	17.32178	-3.52478	0.70496	-9.16443
2.0535	33.63647	14.09912	0.70496	-0.70496	-12.68921
2.054	32.7301	10.77576	0.50354	-6.94885	-8.15735
2.0545	31.11877	7.75452	-2.11487	-4.63257	-0.90637
2.055	30.91736	6.14319	-4.43115	-3.7262	-1.2085
2.0555	26.78833	8.56018	-3.92761	3.22266	-6.14319
2.056	33.53577	1.3092	2.41699	-0.10071	-3.32336
2.0565	24.47205	2.21558	-7.15027	1.71204	0.90637
2.057	25.07629	3.92761	-4.93469	3.92761	6.64673
2.0575	26.88904	6.74744	-2.5177	3.32336	8.05664
2.058	15.30762	1.71204	-8.25806	-1.91345	7.15027
2.0585	7.15027	-0.70496	0.30212	0.90637	16.51611
2.059	9.86938	-4.22974	3.22266	0.50354	17.42249
2.0595	-7.35168	-8.66089	-5.13611	3.32336	18.73169
2.06	-5.13611	-10.57434	-2.71912	1.71204	20.64514
2.0605	-10.37292	-10.77576	-5.74036	-4.33044	26.58691
2.061	-9.36584	-18.02673	-11.78284	1.51062	24.27063
2.0615	-20.64514	-14.50195	-12.48779	1.81274	18.42957
2.062	-21.65222	-12.18567	-10.37292	1.61133	18.32886
2.0625	-34.94568	-20.44373	-12.99133	2.92053	21.65222
2.063	-34.14001	-18.22815	-7.04956	0.70496	21.45081
2.0635	-36.75842	-20.64514	-5.63965	1.2085	13.99841
2.064	-43.60657	-15.20691	-7.35168	3.52478	8.56018
2.0645	-41.79382	-16.41541	1.3092	3.92761	9.16443
2.065	-45.41931	-17.01965	-3.02124	6.64673	6.3446
2.0655	-43.20374	-9.97009	-1.3092	0.30212	1.10779
2.066	-40.58533	-12.28638	4.02832	-2.71912	-4.33044
2.0665	-39.88037	-8.96301	-1.10779	-2.31628	-9.26514
2.067	-33.73718	-10.47363	0.30212	-7.85522	-7.5531
2.0675	-18.8324	-8.45947	0.40283	-0.40283	-10.47363
2.068	-18.8324	-3.62549	-7.45239	-0.70496	-13.797
2.0685	-6.14319	-0.10071	2.71912	0.20142	-16.61682
2.069	-8.7616	-4.02832	-6.14319	-6.3446	-16.11328
2.0695	-6.2439	7.15027	-1.2085	-3.92761	-15.40833
2.07	0.80566	9.46655	-2.21558	-6.84814	-19.63806
2.0705	2.31628	11.48071	3.12195	-2.31628	-25.57983
2.071	5.74036	17.72461	2.31628	-4.83398	-27.49329
2.0715	7.5531	18.42957	0.80566	-3.42407	-23.26355
2.072	12.89062	18.32886	3.92761	-6.94885	-23.26355
2.0725	16.81824	20.84656	8.15735	-2.5177	-20.24231
2.073	21.3501	17.42249	3.32336	-7.35168	-16.71753
2.0735	26.58691	20.24231	7.15027	-2.92053	-19.03381
2.074	25.88196	18.42957	5.33752	-8.66089	-15.60974
2.0745	19.23523	20.94727	6.94885	-8.96301	-12.38708
2.075	21.3501	23.66638	5.33752	-13.39417	-5.84106
2.0755	26.68762	25.78125	6.94885	-3.8269	-1.10779
2.076	26.28479	16.21399	-0.90637	3.8269	-1.2085
2.0765	21.14868	16.91895	2.31628	-0.70496	-2.11487
2.077	18.73169	10.37292	0.20142	-1.91345	-1.71204
2.0775	16.91895	4.73328	0.50354	-3.62549	8.05664
2.078	14.09912	-7.04956	-0.50354	-3.12195	11.38
2.0785	19.63806	-6.14319	-0.30212	-7.85522	14.19983
2.079	9.26514	-4.43115	-0.70496	-4.22974	17.01965
2.0795	-2.21558	-7.75452	-0.30212	-3.62549	22.25647
2.08	-3.7262	-16.01257	2.11487	-3.32336	18.42957
2.0805	-15.00549	-10.87646	-0.10071	1.61133	20.64514
2.081	-12.68921	-9.97009	-3.92761	0.50354	15.40833
2.0815	-24.37134	-15.20691	0.70496	1.71204	15.00549
2.082	-29.91028	-14.70337	3.62549	4.12903	15.81116
2.0825	-31.21948	-16.51611	-2.81982	8.05664	13.49487
2.083	-36.25488	-18.32886	-5.13611	7.25098	9.36584
2.0835	-36.55701	-11.98425	-3.52478	2.5177	3.52478
2.084	-40.08179	-23.06213	-2.31628	0.60425	2.92053
2.0845	-42.39807	-22.05505	-4.73328	3.52478	4.93469
2.085	-34.14001	-22.05505	-0.40283	2.21558	3.02124
2.0855	-33.53577	-22.76001	-6.3446	-1.2085	-5.33752
2.086	-33.73718	-15.20691	-11.2793	3.62549	0.50354
2.0865	-31.72302	-13.39417	-10.27222	-3.02124	-4.53186
2.087	-25.68054	-9.86938	-3.92761	2.11487	-5.63965
2.0875	-18.73169	-21.24939	0.20142	2.31628	-8.8623
2.088	-18.22815	-10.37292	-4.22974	-1.00708	-17.52319
2.0885	-8.05664	-2.61841	2.61841	-3.7262	-20.44373
2.089	-5.33752	-3.62549	-7.25098	-5.74036	-13.99841
2.0895	-1.00708	0.40283	2.71912	0.70496	-17.01965
2.09	3.92761	1.61133	-4.33044	-2.41699	-24.67346
2.0905	14.09912	1.3092	-4.33044	-4.22974	-25.88196
2.091	12.08496	2.71912	1.40991	-3.8269	-23.06213
2.0915	22.86072	6.64673	1.40991	-7.95593	-24.97559
2.092	23.76709	10.17151	-3.12195	-0.60425	-18.93311
2.0925	21.95435	10.77576	2.81982	0	-19.23523
2.093	30.51453	13.89771	-0.90637	-2.21558	-22.55859
2.0935	33.73718	11.38	3.52478	-4.22974	-13.29346
2.094	37.7655	10.17151	3.7262	-0.40283	-9.56726
2.0945	29.91028	13.39417	0.10071	1.61133	-4.22974
2.095	27.89612	10.0708	-1.91345	-3.12195	-4.73328
2.0955	29.50745	9.36584	-1.81274	5.94177	4.53186
2.096	26.88904	13.39417	0.20142	-5.94177	1.10779
2.0965	28.39966	15.81116	-6.94885	1.3092	4.12903
2.097	22.15576	10.47363	-4.43115	-2.41699	2.31628
2.0975	19.43665	0.90637	3.92761	-4.12903	13.89771
2.098	12.38708	1.2085	-3.8269	-6.2439	17.32178
2.0985	7.95593	-6.64673	-0.40283	-4.12903	24.37134
2.099	4.12903	2.5177	-4.33044	2.41699	18.93311
2.0995	-2.11487	-0.90637	-2.71912	0	21.85364
2.1	-6.74744	0.50354	-6.14319	-0.10071	21.04797
2.1005	-15.00549	-3.02124	-2.71912	3.02124	24.67346
2.101	-18.53027	-4.53186	-5.33752	4.12903	15.60974
2.1015	-13.69629	-12.08496	-6.2439	1.71204	23.36426
2.102	-19.63806	-9.97009	-6.14319	3.22266	17.52319
2.1025	-31.62231	-12.78992	-3.12195	0.70496	22.45789
2.103	-35.34851	-16.41541	4.02832	2.41699	17.92603
2.1035	-38.67188	-13.29346	-3.7262	2.5177	10.87646
2.104	-36.35559	-17.32178	-0.40283	2.61841	3.7262
2.1045	-35.75134	-14.40125	-2.11487	2.61841	4.63257
2.105	-37.7655	-9.16443	-1.3092	2.71912	-0.50354
2.1055	-32.62939	-10.67505	-0.30212	-0.20142	-1.2085
2.106	-34.54285	-12.89062	-2.61841	4.93469	-6.3446
2.1065	-33.63647	-13.49487	-0.50354	3.92761	-8.8623
2.107	-22.05505	-12.5885	-3.52478	1.40991	-5.74036
2.1075	-27.59399	-9.16443	2.01416	3.32336	-18.8324
2.108	-18.8324	-9.56726	-2.71912	-0.90637	-16.41541
2.1085	-11.07788	-15.50903	1.61133	-3.22266	-15.81116
2.109	0.70496	-7.25098	3.32336	-0.80566	-19.83948
2.1095	0.90637	-1.71204	-2.71912	-5.23682	-19.83948
2.11	3.42407	-6.94885	-3.12195	-0.10071	-24.27063
2.1105	10.27222	-2.71912	-1.3092	-0.70496	-27.59399
2.111	11.98425	4.93469	-9.06372	-2.5177	-25.07629
2.1115	20.94727	8.56018	0.10071	-3.92761	-20.24231
2.112	20.54443	10.57434	0.10071	-2.71912	-21.3501
2.1125	33.33435	8.96301	-1.91345	-2.11487	-17.22107
2.113	33.33435	11.38	-3.22266	-4.83398	-12.78992
2.1135	33.83789	14.50195	-4.12903	-4.93469	-14.30054
2.114	39.77966	9.76868	-0.10071	-0.90637	-13.89771
2.1145	34.14001	11.78284	-0.10071	-2.31628	-5.23682
2.115	31.11877	15.00549	-1.00708	-0.10071	-3.02124
2.1155	34.54285	13.39417	-2.5177	-7.04956	-1.61133
2.116	26.68762	13.797	-1.71204	-3.42407	1.61133
2.1165	25.68054	9.56726	-2.11487	-2.71912	11.2793
2.117	28.39966	8.25806	-7.95593	-1.51062	9.66797
2.1175	16.61682	9.66797	1.00708	-6.2439	9.66797
2.118	14.19983	3.7262	0.60425	-6.3446	8.35876
2.1185	5.53894	-0.50354	-1.61133	-1.51062	16.11328
2.119	-2.5177	-2.92053	-0.30212	-5.43823	13.39417
2.1195	-5.13611	-0.70496	-1.40991	-0.60425	17.12036
2.12	-10.37292	-9.36584	-2.21558	-1.51062	18.63098
2.1205	-18.22815	-5.63965	3.92761	2.61841	20.34302
2.121	-23.26355	-8.96301	3.52478	0.40283	18.42957
2.1215	-23.66638	-6.14319	5.33752	4.73328	18.02673
2.122	-31.72302	-5.74036	-2.41699	2.5177	18.02673
2.1225	-35.34851	-13.29346	-6.2439	5.53894	18.53027
2.123	-36.75842	-16.81824	-0.90637	1.10779	13.89771
2.1235	-35.44922	-17.12036	-3.52478	1.10779	20.44373
2.124	-35.2478	-10.67505	-2.61841	-2.11487	8.7616
2.1245	-36.65771	-13.797	-4.12903	7.25098	2.41699
2.125	-35.2478	-19.23523	-0.20142	-1.71204	2.5177
2.1255	-42.19666	-18.22815	-1.81274	0.10071	-1.51062
2.126	-33.13293	-15.20691	-5.74036	-2.11487	-4.53186
2.1265	-26.98975	-14.60266	-9.06372	1.40991	-8.96301
2.127	-23.26355	-9.76868	-6.54602	4.22974	-10.57434
2.1275	-21.3501	-15.30762	-6.2439	1.10779	-12.08496
2.128	-16.01257	-10.37292	-5.43823	-1.10779	-16.81824
2.1285	-11.17859	-3.42407	-4.12903	3.12195	-24.77417
2.129	-4.43115	-3.92761	-6.2439	2.31628	-23.36426
2.1295	-2.31628	0.70496	-4.53186	10.17151	-17.6239
2.13	7.45239	1.91345	-6.3446	5.23682	-24.87488
2.1305	4.22974	-0.10071	-0.90637	6.94885	-24.67346
2.131	12.38708	-0.10071	-7.04956	2.21558	-21.45081
2.1315	18.12744	6.84814	-2.21558	1.00708	-20.84656
2.132	25.98267	7.75452	-2.21558	-0.70496	-18.12744
2.1325	20.1416	8.7616	-2.61841	-3.32336	-20.34302
2.133	26.3855	6.84814	-4.83398	-3.52478	-20.24231
2.1335	28.39966	10.17151	-1.2085	1.81274	-11.78284
2.134	29.50745	15.20691	0.40283	-3.8269	-12.89062
2.1345	25.37842	14.30054	2.61841	-1.2085	-6.2439
2.135	28.09753	10.37292	2.31628	-2.71912	-7.85522
2.1355	28.60107	8.15735	-1.10779	-0.70496	-6.14319
2.136	29.10461	6.54602	0.50354	-1.91345	-1.61133
2.1365	27.99683	4.12903	3.7262	4.33044	2.5177
2.137	22.05505	2.5177	-0.30212	7.45239	8.66089
2.1375	18.93311	-5.33752	2.71912	2.11487	8.66089
2.138	11.58142	-2.71912	1.51062	-4.33044	12.48779
2.1385	3.52478	-4.22974	-5.74036	-0.50354	13.09204
2.139	0.90637	-7.95593	-7.15027	-2.71912	16.61682
2.1395	-8.96301	-6.74744	-5.74036	-5.23682	17.52319
2.14	-7.25098	-1.3092	-1.2085	0.50354	21.75293
2.1405	-10.47363	-3.42407	-3.02124	10.87646	23.56567
2.141	-19.63806	-9.86938	-3.52478	2.21558	26.48621
2.1415	-17.01965	-9.46655	-1.51062	4.12903	19.33594
2.142	-26.58691	-29.70886	-0.80566	1.3092	22.25647
2.1425	-26.78833	-18.02673	-2.11487	-6.84814	13.39417
2.143	-33.13293	-15.30762	0.20142	1.2085	15.40833
2.1435	-41.08887	-15.81116	-4.33044	5.94177	12.48779
2.144	-38.47046	-10.77576	-5.13611	0.10071	12.18567
2.1445	-41.89453	-10.0708	-7.45239	5.84106	5.33752
2.145	-40.78674	-13.59558	-0.50354	-0.20142	2.81982
2.1455	-38.36975	-15.30762	-6.54602	1.81274	-0.60425
2.146	-40.88745	-12.5885	-6.3446	0.40283	0.50354
2.1465	-39.47754	-10.17151	-3.12195	-2.41699	-6.74744
2.147	-27.89612	-13.19275	-10.17151	-0.90637	-7.35168
2.1475	-20.64514	-11.98425	-4.02832	-5.13611	-9.97009
2.148	-22.86072	-9.56726	-0.30212	0.10071	-13.19275
2.1485	-21.14868	-5.33752	-3.7262	2.01416	-22.15576
2.149	-10.17151	-0.20142	-2.11487	-0.40283	-25.88196
2.1495	0.80566	-0.70496	-9.46655	0.50354	-22.05505
2.15	0.10071	-3.92761	2.11487	4.93469	-24.57275
2.1505	16.41541	-2.5177	-3.42407	1.10779	-22.76001
2.151	10.37292	0.60425	-3.7262	-0.10071	-22.96143
2.1515	19.73877	3.02124	-5.33752	2.5177	-22.96143
2.152	20.74585	10.87646	-2.5177	0.60425	-22.86072
2.1525	26.98975	15.71045	-1.10779	-4.02832	-24.87488
2.153	26.68762	17.12036	-4.33044	-7.35168	-12.89062
2.1535	30.31311	17.82532	6.94885	1.3092	-6.74744
2.154	34.24072	13.39417	-0.40283	4.53186	-9.66797
2.1545	28.50037	17.22107	-3.42407	-8.05664	-4.22974
2.155	25.47913	15.81116	-0.70496	-5.43823	-7.15027
2.1555	23.56567	20.04089	-5.43823	-4.12903	-1.10779
2.156	22.15576	19.13452	-6.94885	-2.21558	0.90637
2.1565	25.07629	26.88904	-0.90637	-3.12195	8.45947
2.157	17.42249	20.04089	-0.50354	-4.22974	10.27222
2.1575	14.60266	12.68921	2.31628	-1.61133	8.05664
2.158	11.78284	9.66797	0.10071	-5.33752	12.99133
2.1585	10.17151	1.40991	2.92053	-3.7262	15.20691
2.159	-0.70496	0	-0.60425	-3.12195	21.24939
2.1595	-9.06372	-2.01416	-1.2085	-3.52478	14.40125
2.16	-13.69629	-8.56018	-5.23682	-3.32336	16.61682
2.1605	-10.87646	-8.96301	-4.33044	1.81274	15.30762
2.161	-18.02673	-9.16443	-5.23682	-1.3092	19.03381
2.1615	-25.98267	-10.77576	-2.41699	-2.5177	21.45081
2.162	-26.08337	-16.81824	0.10071	-2.71912	17.6239
2.1625	-36.35559	-18.8324	-4.33044	-2.81982	15.40833
2.163	-35.95276	-15.1062	-2.92053	1.91345	10.87646
2.1635	-36.15417	-15.71045	-3.92761	-2.41699	4.43115
2.164	-37.36267	-14.70337	-2.71912	-1.00708	14.19983
2.1645	-40.68604	-17.32178	-9.86938	-2.21558	7.15027
2.165	-35.14709	-22.25647	-13.797	0.40283	3.62549
2.1655	-32.83081	-20.24231	-3.02124	3.92761	5.23682
2.166	-35.34851	-15.50903	-6.2439	-0.80566	-0.60425
2.1665	-33.33435	-11.98425	-10.27222	4.22974	-6.3446
2.167	-28.50037	-12.78992	0.30212	2.5177	-9.26514
2.1675	-22.96143	-13.89771	-7.35168	0.40283	-16.41541
2.168	-26.48621	-3.22266	-1.51062	-0.20142	-11.17859
2.1685	-13.39417	-8.15735	-4.33044	1.40991	-18.63098
2.169	-6.94885	4.33044	-0.90637	-13.99841	-20.74585
2.1695	-4.53186	6.94885	1.91345	-6.3446	-19.63806
2.17	1.71204	12.18567	2.01416	-1.10779	-21.45081
2.1705	4.83398	13.09204	-1.51062	-4.73328	-24.16992
2.171	7.15027	13.09204	-4.33044	-5.0354	-20.84656
2.1715	10.57434	16.21399	-4.02832	-5.53894	-26.28479
2.172	12.89062	15.50903	-6.04248	-3.8269	-23.26355
2.1725	19.43665	18.22815	-5.13611	0.40283	-20.44373
2.173	39.07471	11.78284	0.90637	-0.40283	-13.09204
2.1735	36.75842	9.16443	-3.42407	-2.71912	-9.36584
2.174	37.86621	3.92761	-4.93469	-1.91345	-11.58142
2.1745	41.59241	4.12903	-5.53894	-6.94885	-8.8623
2.175	36.85913	10.47363	-2.61841	-3.42407	-5.94177
2.1755	30.41382	5.84106	-0.10071	-7.04956	0.70496
2.176	24.87488	9.06372	-3.7262	-3.52478	4.12903
2.1765	21.14868	4.43115	-3.02124	-7.45239	3.22266
2.177	23.36426	4.53186	4.83398	-5.94177	4.12903
2.1775	20.84656	3.32336	1.91345	-3.52478	4.43115
2.178	7.65381	7.35168	1.3092	-3.02124	10.97717
2.1785	5.63965	1.71204	7.15027	-1.40991	20.54443
2.179	-2.31628	0.90637	4.53186	2.71912	17.32178
2.1795	-5.0354	-10.0708	-1.71204	-4.02832	14.90479
2.18	-9.76868	-9.06372	-4.73328	-4.12903	16.21399
2.1805	-15.91187	-8.15735	-0.30212	-2.71912	16.11328
2.181	-18.53027	-7.95593	-1.51062	0.90637	13.797
2.1815	-21.24939	-11.58142	-2.21558	-2.71912	19.83948
2.182	-22.6593	-13.797	-7.04956	2.92053	21.14868
2.1825	-27.19116	-19.83948	-5.23682	-1.40991	17.92603
2.183	-29.70886	-18.8324	-8.05664	1.81274	10.77576
2.1835	-33.13293	-16.41541	-5.43823	4.53186	9.76868
