massimale_chiusura.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
7.422	759.33838	-140.08484	-139.27917	137.96997	82.07703
7.4225	411.59363	-61.93542	-81.27136	74.52393	89.22729
7.423	96.37756	-54.28162	84.89685	-5.0354	10.97717
7.4235	-186.00769	-65.86304	173.92273	-27.29187	-14.30054
7.424	-618.85071	20.04089	134.24377	-85.5011	126.38855
7.4245	-789.65149	84.2926	100.80872	-235.55603	353.88794
7.425	-692.26685	130.8197	55.2887	-297.08862	430.32532
7.4255	-712.30774	158.21228	-20.74585	-149.95422	405.14832
7.426	-739.4989	209.87549	-50.85754	-58.30994	75.53101
7.4265	-481.48499	174.22485	-54.58374	-67.97791	-134.84802
7.427	-189.63318	106.54907	-97.58606	-63.24463	-36.15417
7.4275	-77.54517	80.66711	-126.89209	-6.2439	-19.13452
7.428	-166.0675	75.73242	-106.64978	205.54504	-47.03064
7.4285	-284.198	73.41614	-42.49878	139.48059	139.17847
7.429	-453.18604	79.05579	-26.28479	-96.57898	272.81799
7.4295	-452.27966	42.59949	-46.22498	-200.30823	329.21448
7.43	-456.20728	18.42957	-52.26746	-174.32556	272.61658
7.4305	-469.50073	27.6947	-34.54285	-159.42078	178.75671
7.431	-307.46155	27.39258	-20.34302	-137.36572	122.25952
7.4315	-88.42163	31.32019	-20.24231	-89.52942	138.3728
7.432	42.59949	18.8324	-51.46179	-7.35168	187.51831
7.4325	85.80322	10.57434	-57.8064	115.81421	-6.54602
7.433	47.8363	-7.85522	0.20142	209.37195	-137.46643
7.4335	-14.60266	10.77576	57.30286	158.11157	-157.2052
7.434	-81.47278	78.25012	82.47986	51.05896	-183.89282
7.4345	-102.42004	123.56873	80.56641	-47.43347	-193.25867
7.435	-142.30042	119.74182	39.37683	-74.82605	-91.14075
7.4355	-309.47571	143.20679	-10.87646	-140.18555	46.02356
7.436	-252.97852	194.46716	-48.23914	-175.23193	33.83789
7.4365	93.55774	231.72913	15.60974	-227.90222	-112.79297
7.437	261.43799	225.0824	132.63245	-162.13989	-325.08545
7.4375	400.21362	92.75208	103.02429	62.13684	-339.38599
7.438	468.39294	-40.58533	-45.01648	247.13745	-281.57959
7.4385	345.12634	-57.10144	-77.44446	382.18689	-409.27734
7.439	190.74097	-43.10303	-11.58142	535.46448	-498.70605
7.4395	137.76855	-68.78357	59.41772	297.69287	-428.31116
7.44	74.2218	-120.7489	89.83154	12.68921	-309.07288
7.4405	-137.96997	-124.07227	97.98889	-179.76379	-220.55054
7.441	-217.32788	-84.2926	98.59314	-324.88403	-51.86462
7.4415	-78.85437	-81.57349	77.74658	-356.30493	97.38464
7.442	25.07629	-61.12976	38.87329	-186.51123	114.10217
7.4425	116.82129	-79.2572	20.94727	-135.15015	127.09351
7.443	147.83936	-54.98657	-36.55701	-87.31384	160.72998
7.4435	42.29736	-32.12585	-121.35315	100.70801	113.59863
7.444	0.20142	-25.177	-198.59619	185.60486	154.58679
7.4445	43.40515	-51.66321	-228.50647	143.3075	134.44519
7.445	36.55701	-57.60498	-166.77246	31.92444	72.61047
7.4455	-20.1416	-60.12268	-64.65454	-4.43115	-34.34143
7.446	-62.23755	-80.36499	25.27771	-18.63098	-82.27844
7.4465	-111.9873	-46.72852	149.14856	-95.5719	-102.92358
7.447	-200.61035	30.91736	271.6095	-127.99988	-214.81018
7.4475	-309.87854	86.40747	257.00684	-57.30286	-347.84546
7.448	-280.87463	64.55383	157.40662	114.70642	-420.15381
7.4485	-111.58447	20.94727	84.09119	255.39551	-356.70776
7.449	27.09045	22.05505	55.69153	357.61414	-271.6095
7.4495	41.89453	21.95435	68.68286	284.09729	-146.12732
7.45	57.50427	27.09045	21.95435	-24.67346	-27.6947
7.4505	57.60498	26.28479	-39.88037	-300.81482	152.57263
7.451	14.40125	6.64673	-44.41223	-406.35681	316.72668
7.4515	-58.30994	-17.32178	21.55151	-457.31506	412.29858
7.452	-77.64587	-26.68762	-8.35876	-455.80444	395.98389
7.4525	-142.90466	-27.99683	-63.74817	-297.79358	272.61658
7.453	-221.65833	-28.09753	-126.38855	-60.92834	197.68982
7.4535	-197.28699	-29.60815	-156.19812	252.07214	94.3634
7.454	-162.34131	-13.39417	-133.53882	372.82104	17.82532
7.4545	-137.46643	7.75452	-121.15173	351.77307	-122.46094
7.455	-81.27136	-7.35168	-198.49548	268.08472	-110.47668
7.4555	-44.0094	-50.95825	-251.5686	177.14539	52.97241
7.456	-51.86462	-101.9165	-191.1438	97.78748	212.4939
7.4565	-57.60498	-124.07227	-140.28625	81.17065	301.11694
7.457	-49.14551	-111.58447	-84.19189	127.59705	186.51123
7.4575	-8.45947	-61.02905	-3.62549	212.09106	-44.61365
7.458	73.21472	-22.96143	28.29895	127.59705	-161.63635
7.4585	105.44128	-5.0354	32.32727	79.15649	-230.1178
7.459	111.68518	18.12744	0.30212	127.99988	-236.16028
7.4595	187.01477	42.8009	18.8324	97.78748	-219.03992
7.46	437.97913	47.53418	111.18164	24.37134	-194.06433
7.4605	700.5249	80.26428	173.82202	-67.07153	-122.96448
7.461	832.45239	98.39172	236.56311	-176.23901	-76.23596
7.4615	846.65222	90.33508	261.23657	-149.14856	-57.60498
7.462	719.3573	77.84729	137.0636	-57.70569	5.53894
7.4625	499.3103	60.92834	-1.71204	9.97009	119.94324
7.463	242.00134	27.99683	-55.08728	-5.33752	173.11707
7.4635	64.45312	-49.34692	-68.48145	-36.55701	160.72998
7.464	-102.82288	-46.02356	-75.53101	50.65613	-73.01331
7.4645	-359.22546	85.90393	-35.34851	100.80872	-361.03821
7.465	-456.81152	181.67725	-12.18567	-53.47595	-296.98792
7.4655	-342.91077	201.91956	1.81274	-177.3468	-45.92285
7.466	-60.82764	104.93774	-37.56409	-155.19104	217.22717
7.4665	209.67407	-29.70886	-156.19812	-175.03052	433.95081
7.467	308.26721	-108.05969	-165.86609	-166.26892	431.43311
7.4675	204.13513	-76.43738	-26.3855	-171.20361	269.49463
7.468	46.92993	-34.03931	61.73401	-182.78503	145.32166
7.4685	-60.82764	-52.8717	47.03064	-70.3949	92.85278
7.469	-236.4624	-46.72852	16.41541	-19.63806	52.46887
7.4695	-378.46069	-15.30762	41.59241	-26.98975	-75.02747
7.47	-346.73767	-12.48779	45.41931	94.66553	-181.57654
7.4705	-159.01794	1.2085	63.14392	295.37659	-189.73389
7.471	24.87488	18.93311	103.02429	366.37573	-144.31458
7.4715	210.27832	1.71204	86.10535	72.50977	-44.0094
7.472	175.33264	5.53894	28.50037	-169.29016	92.95349
7.4725	-6.94885	23.46497	29.70886	-296.48438	95.16907
7.473	-236.26099	67.37366	76.13525	-320.05005	23.46497
7.4735	-393.06335	96.47827	64.65454	-244.31763	95.77332
7.474	-460.2356	92.75208	67.77649	-89.12659	300.41199
7.4745	-519.3512	76.23596	90.73792	-21.85364	519.55261
7.475	-428.10974	64.25171	121.55457	-97.98889	400.11292
7.4755	-250.36011	30.01099	140.08484	-232.33337	49.14551
7.476	-93.96057	-32.02515	108.86536	-240.99426	-209.87549
7.4765	20.84656	-112.28943	50.65613	141.69617	-447.94922
7.477	41.59241	-152.27051	-82.9834	356.00281	-400.71716
7.4775	-106.44836	-136.76147	-171.40503	235.95886	-268.28613
7.478	-441.20178	-53.47595	-128.10059	89.328	-304.03748
7.4785	-538.38501	-15.00549	-112.08801	107.85828	-345.73059
7.479	-348.95325	-48.84338	-117.62695	234.85107	-301.8219
7.4795	-179.26025	-60.22339	-144.31458	365.57007	-156.90308
7.48	-144.01245	-23.36426	-175.63477	301.41907	51.76392
7.4805	-167.47742	19.63806	-181.57654	70.99915	237.06665
7.481	-160.9314	39.67896	-119.23828	-81.97632	334.04846
7.4815	-129.81262	65.56091	18.93311	-170.59937	361.64246
7.482	-93.25562	94.2627	89.83154	-210.78186	341.29944
7.4825	-36.15417	82.9834	41.08887	-177.74963	274.42932
7.483	137.26501	51.46179	-38.16833	-156.60095	215.81726
7.4835	327.50244	-11.68213	-34.74426	-149.14856	329.31519
7.484	462.14905	-101.31226	-42.19666	13.89771	398.90442
7.4845	663.26294	-165.56396	-81.87561	112.28943	369.59839
7.485	658.63037	-123.97156	-62.74109	-24.87488	177.14539
7.4855	544.5282	-95.26978	-3.42407	-75.53101	-216.3208
7.486	425.0885	-65.05737	22.45789	23.26355	-379.7699
7.4865	312.89978	-50.45471	-30.11169	99.2981	-255.99976
7.487	392.25769	-28.70178	-35.95276	105.6427	-154.48608
7.4875	372.61963	16.3147	23.06213	35.34851	-144.31458
7.488	400.31433	6.84814	52.46887	37.56409	-105.6427
7.4885	490.75012	-28.70178	25.98267	150.25635	-38.77258
7.489	571.41724	-53.47595	-9.16443	290.13977	34.03931
7.4895	545.93811	-68.28003	-44.71436	231.32629	94.56482
7.49	403.83911	-99.09668	-33.33435	156.29883	-25.68054
7.4905	214.00452	-141.89758	26.88904	95.47119	-217.22717
7.491	-154.78821	-114.00146	78.85437	24.27063	-211.58752
7.4915	-511.8988	-25.177	119.74182	-77.24304	-27.6947
7.492	-400.61646	30.61523	142.40112	-193.05725	64.95667
7.4925	-25.88196	50.65613	88.52234	-197.08557	-75.02747
7.493	225.38452	46.42639	15.91187	-19.13452	-248.54736
7.4935	258.31604	45.52002	-31.32019	-15.00549	-290.5426
7.494	237.77161	81.47278	119.54041	-370.50476	-303.63464
7.4945	151.16272	86.60889	282.9895	-662.35657	-229.11072
7.495	-10.97717	50.05188	301.01624	-695.08667	-108.05969
7.4955	-31.92444	-39.88037	175.73547	-357.71484	-96.98181
7.496	-7.45239	-60.3241	61.73401	93.45703	-145.52307
7.4965	-79.55933	1.71204	68.07861	112.28943	-82.37915
7.497	-169.18945	50.15259	49.14551	27.39258	-7.65381
7.4975	-22.55859	-2.21558	16.91895	195.47424	-6.64673
7.498	218.23425	-56.19507	-50.65613	425.0885	-30.91736
7.4985	267.27905	-49.34692	-118.2312	320.35217	-75.22888
7.499	144.31458	2.11487	-101.9165	263.15002	-247.54028
7.4995	-99.19739	-2.31628	-24.16992	165.66467	-361.03821
7.5	-346.63696	-63.74817	-41.4917	48.44055	-215.81726
7.5005	-642.11426	-17.52319	-110.77881	32.83081	-55.89294
7.501	-963.47351	59.31702	-75.4303	113.59863	-35.2478
7.5015	-1090.3656	67.07153	-74.52393	128.302	61.73401
7.502	-888.74817	44.0094	-147.83936	-36.35559	131.02112
7.5025	-636.97815	52.06604	-182.58362	-337.0697	337.67395
7.503	-477.65808	60.62622	-170.09583	-264.35852	432.13806
7.5035	-400.61646	74.32251	-82.17773	35.54993	249.0509
7.504	-386.1145	72.9126	-26.08337	272.41516	-18.42957
7.5045	-280.16968	17.82532	-57.30286	271.81091	-28.9032
7.505	-177.3468	-35.65063	-148.84644	148.94714	97.78748
7.5055	-88.92517	-47.8363	-164.7583	61.33118	176.54114
7.506	29.40674	-39.47754	-115.51208	48.03772	153.78113
7.5065	30.11169	-2.5177	-82.58057	64.35242	89.02588
7.507	6.14319	20.84656	-56.90002	77.34375	33.23364
7.5075	-7.15027	26.18408	-19.03381	69.79065	-10.17151
7.508	-4.43115	16.81824	-4.33044	63.34534	-15.00549
7.5085	-9.46655	13.797	2.11487	22.25647	21.85364
7.509	-8.96301	12.28638	-3.02124	-46.02356	119.94324
7.5095	-2.31628	0.30212	-50.2533	-63.04321	222.86682
7.51	-7.65381	-21.45081	-77.84729	-37.86621	306.25305
7.5105	-60.62622	-6.74744	-56.90002	-48.23914	360.33325
7.511	-70.79773	27.39258	-23.96851	-91.24146	286.21216
7.5115	-14.30054	60.92834	5.23682	-121.9574	182.08008
7.512	58.51135	59.1156	27.6947	-126.89209	97.58606
7.5125	94.96765	19.03381	53.57666	-169.69299	71.7041
7.513	87.31384	-21.95435	81.67419	-264.55994	92.55066
7.5135	42.49878	-25.78125	123.56873	-306.45447	140.38696
7.514	-18.22815	-20.34302	106.54907	-333.04138	172.00928
7.5145	-29.20532	-5.13611	73.61755	-63.04321	22.25647
7.515	50.45471	27.89612	64.25171	35.44922	-139.48059
7.5155	48.13843	74.52393	57.00073	-34.84497	-313.70544
7.516	31.4209	88.32092	1.81274	59.71985	-380.57556
7.5165	29.50745	103.52783	20.64514	141.79688	-306.35376
7.517	77.24304	98.59314	149.24927	182.68433	-285.00366
7.5175	260.12878	61.33118	163.95264	256.70471	-226.79443
7.518	425.69275	6.94885	102.21863	374.43237	-213.19885
7.5185	418.13965	-23.46497	39.37683	313.2019	-264.66064
7.519	328.00598	-26.48621	21.85364	245.52612	-287.11853
7.5195	150.65918	-50.75684	44.81506	105.84412	-189.33105
7.52	66.76941	-118.53333	28.9032	-37.86621	-67.37366
7.5205	46.5271	-151.66626	60.4248	20.74585	-64.35242
7.521	-35.14709	-140.48767	85.60181	-75.22888	-88.22021
7.5215	-239.38293	-48.44055	43.70728	-234.64966	-41.79382
7.522	-318.53943	37.46338	-49.24622	-360.23254	-8.8623
7.5225	-133.03528	62.64038	-20.04089	-244.21692	-79.45862
7.523	102.42004	53.67737	17.52319	54.88586	-132.43103
7.5235	214.40735	44.61365	5.84106	252.67639	-95.5719
7.524	152.97546	70.59631	61.23047	210.47974	10.67505
7.5245	15.81116	62.9425	85.29968	30.71594	104.4342
7.525	47.03064	-0.90637	58.81348	-104.73633	202.12097
7.5255	232.73621	-103.125	5.53894	-113.09509	242.80701
7.526	172.81494	-122.86377	-90.13367	-73.61755	299.20349
7.5265	16.11328	-74.12109	-166.77246	18.32886	295.47729
7.527	110.77881	-37.56409	-118.83545	177.44751	179.46167
7.5275	212.69531	-8.25806	-7.45239	140.28625	90.23438
7.528	155.09033	4.93469	7.95593	50.75684	69.89136
7.5285	64.65454	-16.41541	-32.93152	8.8623	103.02429
7.529	-64.75525	-35.04639	-68.38074	-32.02515	124.17297
7.5295	-300.41199	-6.04248	-65.56091	-41.79382	106.34766
7.53	-465.3717	33.9386	-0.20142	49.74976	94.3634
7.5305	-466.17737	52.56958	10.17151	70.3949	185.70557
7.531	-455.2002	30.61523	-46.22498	-46.92993	421.3623
7.5315	-473.93188	-16.3147	-68.28003	-61.53259	522.67456
7.532	-369.59839	-67.97791	-35.14709	-97.38464	521.56677
7.5325	-222.66541	-91.44287	21.65222	-181.37512	98.19031
7.533	-114.90784	-103.22571	38.47046	-223.97461	-180.87158
7.5335	-44.71436	-82.78198	23.06213	-297.18933	-219.34204
7.534	-23.8678	-75.4303	56.09436	-371.71326	-185.10132
7.5345	165.56396	-63.34534	87.11243	-438.18054	-153.27759
7.535	329.31519	-35.95276	79.05579	-437.57629	-141.49475
7.5355	370.20264	-32.93152	9.66797	-169.08875	-164.35547
7.536	308.97217	-22.15576	-59.21631	255.19409	-321.56067
7.5365	226.69373	-42.49878	-127.79846	659.0332	-327.20032
7.537	239.28223	-62.33826	-115.31067	529.422	-229.81567
7.5375	257.10754	-65.15808	-28.09753	284.50012	-135.8551
7.538	167.67883	-52.67029	-0.40283	99.60022	0.20142
7.5385	-37.96692	-38.57117	-39.67896	39.98108	207.35779
7.539	-225.58594	8.7616	-52.8717	-3.32336	211.08398
7.5395	-190.43884	38.77258	-25.07629	-10.87646	0.80566
7.54	-16.91895	18.42957	-43.00232	29.80957	-113.69934
7.5405	98.0896	21.65222	-93.15491	47.8363	-110.47668
7.541	108.66394	76.03455	-63.14392	15.00549	-63.34534
7.5415	108.05969	95.97473	-17.92603	-99.3988	-2.92053
7.542	289.33411	38.06763	-23.66638	-106.04553	-3.22266
7.5425	794.08264	-34.24072	-39.67896	80.26428	-97.78748
7.543	1181.20422	-108.96606	-35.44922	275.83923	-137.26501
7.5435	1207.99255	-148.14148	-40.78674	195.47424	-46.5271
7.544	956.32324	-144.41528	-24.97559	95.06836	17.22107
7.5445	529.52271	-103.82996	6.14319	43.60657	122.96448
7.545	148.3429	-85.90393	12.18567	-2.11487	249.15161
7.5455	-241.19568	-24.47205	34.34143	-94.3634	261.94153
7.546	-754.80652	113.69934	113.59863	-205.14221	85.09827
7.5465	-1201.54724	253.88489	224.37744	-266.37268	-326.59607
7.547	-1215.74707	308.67004	260.53162	-275.73853	-482.49207
7.5475	-762.66174	224.98169	225.78735	-337.67395	-375.13733
7.548	-270.60242	164.7583	207.35779	-378.25928	-194.36646
7.5485	-34.94568	113.59863	199.30115	-146.42944	-72.40906
7.549	7.45239	71.09985	161.53564	259.1217	6.14319
7.5495	-11.98425	33.13293	26.18408	176.33972	154.08325
7.55	-18.93311	36.85913	-136.05652	-59.51843	254.89197
7.5505	-31.82373	34.94568	-114.505	-251.06506	180.36804
7.551	-130.61829	6.94885	-49.24622	-304.54102	156.09741
7.5515	-194.06433	-42.39807	-123.36731	-201.71814	154.78821
7.552	-140.08484	-40.58533	-220.75195	44.11011	80.56641
7.5525	241.09497	-28.39966	-234.44824	314.30969	99.19739
7.553	743.02368	-41.79382	-157.40662	192.05017	179.66309
7.5535	1075.46082	-106.8512	-59.31702	-84.69543	310.07996
7.554	1138.50403	-157.60803	-36.25488	-173.82202	380.97839
7.5545	862.16125	-152.67334	-65.76233	120.95032	236.96594
7.555	503.13721	-147.33582	-80.96924	403.83911	1.61133
7.5555	196.48132	-194.9707	-37.96692	363.4552	-244.61975
7.556	-182.58362	-162.74414	6.94885	244.82117	-361.64246
7.5565	-787.03308	-15.00549	12.78992	302.02332	-352.88086
7.557	-1256.3324	147.53723	4.63257	387.42371	-266.47339
7.5575	-1230.75256	223.67249	25.177	237.26807	-149.34998
7.558	-860.65063	209.57336	71.80481	-9.16443	-137.0636
7.5585	-503.74146	211.78894	109.77173	-193.46008	-126.38855
7.559	-345.62988	222.46399	140.28625	-212.79602	-143.81104
7.5595	-269.79675	184.79919	133.13599	-89.12659	-84.79614
7.56	-198.19336	111.68518	97.98889	-44.31152	32.32727
7.5605	-132.43103	39.17542	87.31384	-11.17859	152.87476
7.561	-80.86853	-21.24939	88.11951	-81.47278	221.45691
7.5615	-78.25012	-77.64587	-13.39417	-129.00696	279.06189
7.562	-52.26746	-110.47668	-138.3728	-141.89758	254.18701
7.5625	-75.02747	-101.01013	-135.15015	-100.40588	95.06836
7.563	-123.06519	-67.8772	-101.61438	-68.38074	-90.33508
7.5635	-69.99207	-45.01648	-136.66077	-14.40125	-161.0321
7.564	7.35168	-19.13452	-175.03052	31.62231	-228.30505
7.5645	-8.96301	0.70496	-121.05103	84.69543	-221.45691
7.565	-48.23914	3.8269	-38.57117	113.39722	-168.08167
7.5655	-36.15417	-19.23523	-16.21399	104.4342	-125.38147
7.566	-52.97241	-18.8324	16.81824	106.34766	-107.25403
7.5665	-33.33435	-18.53027	57.10144	111.78589	-114.30359
7.567	104.53491	-9.86938	72.61047	149.95422	-139.68201
7.5675	172.51282	1.10779	12.28638	156.19812	-102.82288
7.568	157.40662	6.84814	-45.62073	166.26892	-86.50818
7.5685	141.09192	-5.94177	-66.97083	134.14307	-20.44373
7.569	120.54749	-31.52161	-84.59473	59.51843	160.22644
7.5695	38.47046	-55.79224	-88.72375	-11.58142	306.35376
7.57	-92.75208	-29.70886	-64.151	-57.60498	382.99255
7.5705	-212.19177	29.80957	-23.16284	-125.98572	264.66064
7.571	-119.94324	74.92676	111.28235	-181.97937	9.16443
7.5715	231.93054	78.25012	153.78113	-258.92029	-30.91736
7.572	689.84985	34.34143	128.60413	-426.39771	87.21313
7.5725	928.82996	1.71204	116.31775	-404.34265	129.81262
7.573	989.05334	-22.05505	114.90784	-152.37122	84.2926
7.5735	1199.13025	-62.9425	86.70959	60.4248	135.75439
7.574	1390.07263	-142.80396	48.54126	62.23755	47.03064
7.5745	1388.05847	-172.21069	27.89612	112.69226	-197.18628
7.575	1083.31604	-93.0542	-7.15027	49.24622	-261.6394
7.5755	369.29626	64.95667	-93.25562	112.79297	-282.9895
7.576	-132.22961	125.7843	-239.58435	114.60571	-239.08081
7.5765	-194.87	31.11877	-289.33411	-20.64514	-91.24146
7.577	-384.8053	-86.30676	-212.5946	-206.35071	31.92444
7.5775	-801.73645	-25.07629	-52.16675	-312.49695	-67.97791
7.578	-1338.71155	157.70874	238.9801	-394.17114	-175.13123
7.5785	-1418.27087	171.20361	389.33716	-533.34961	-116.11633
7.579	-1162.67395	66.26587	268.08472	-558.82874	-38.16833
7.5795	-1014.73389	2.61841	72.20764	-342.1051	-38.57117
7.58	-936.8866	-4.22974	3.32336	-94.56482	-9.97009
7.5805	-840.20691	-2.31628	79.96216	93.55774	-12.89062
7.581	-639.39514	16.21399	197.3877	458.72498	-53.67737
7.5815	-415.21912	26.48621	263.45215	424.88708	167.47742
7.582	-250.15869	30.91736	245.52612	209.67407	429.31824
7.5825	-103.72925	10.67505	135.95581	122.56165	371.20972
7.583	-5.94177	-28.39966	7.35168	141.09192	42.90161
7.5835	52.67029	-49.95117	-119.23828	322.36633	-233.23975
7.584	67.77649	-48.03772	-205.54504	455.2002	-317.43164
7.5845	36.65771	-37.66479	-224.78027	463.86108	-299.20349
7.585	16.71753	-54.38232	-153.57971	382.79114	-255.89905
7.5855	23.36426	-65.96375	-83.48694	247.94312	-251.16577
7.586	48.44055	-65.3595	-22.05505	79.55933	-247.84241
7.5865	87.61597	-69.08569	-6.14319	-164.85901	-171.30432
7.587	199.40186	-89.22729	-58.91418	-240.69214	-75.02747
7.5875	288.93127	-116.922	-100.90942	8.45947	-26.48621
7.588	308.87146	-121.55457	-104.63562	35.14709	148.3429
7.5885	279.96826	-105.84412	-73.11401	-150.15564	345.22705
7.589	179.56238	-72.61047	-5.13611	-308.97217	441.00037
7.5895	55.99365	-29.70886	54.58374	-374.53308	470.50781
7.59	43.60657	-25.98267	99.49951	-393.06335	535.46448
7.5905	13.99841	-10.57434	164.25476	-422.26868	533.95386
7.591	-26.28479	7.75452	195.47424	-483.49915	468.59436
7.5915	74.62463	-9.46655	252.7771	-352.88086	92.34924
7.592	127.79846	-15.91187	239.28223	-66.06445	-98.39172
7.5925	70.59631	0.40283	243.61267	194.87	-260.12878
7.593	83.58765	14.90479	215.31372	495.18127	-348.349
7.5935	273.32153	-13.797	9.86938	498.0011	-222.86682
7.594	449.56055	-33.9386	-220.44983	322.26562	-81.7749
7.5945	423.47717	-4.12903	-284.09729	192.65442	-1.2085
7.595	502.53296	22.6593	-266.07056	149.55139	1.71204
7.5955	654.90417	27.29187	-347.54333	169.29016	-7.25098
7.596	724.49341	-30.91736	-387.62512	87.91809	9.36584
7.5965	633.95691	-118.13049	-372.51892	199.70398	58.91418
7.597	378.76282	-194.87	-289.93835	276.24207	81.87561
7.5975	-108.26111	-168.98804	-158.21228	245.02258	86.70959
7.598	-481.08215	-132.93457	21.24939	140.8905	69.79065
7.5985	-640.90576	-59.92126	52.771	79.66003	100.50659
7.599	-778.67432	31.62231	10.57434	44.11011	93.0542
7.5995	-802.13928	77.84729	-32.12585	39.77966	-6.84814
7.6	-573.12927	60.92834	-56.90002	58.30994	-148.04077
7.6005	-356.30493	26.48621	-57.30286	81.27136	-150.15564
7.601	-225.58594	0.90637	-66.97083	101.9165	-90.83862
7.6015	-146.12732	4.53186	-63.54675	88.72375	-34.14001
7.602	-128.80554	3.42407	-21.85364	94.3634	-41.4917
7.6025	-222.66541	36.4563	26.48621	115.20996	-46.02356
7.603	-387.22229	85.5011	75.63171	108.1604	-62.53967
7.6035	-371.81396	91.34216	101.8158	69.48853	-110.27527
7.604	-199.9054	87.11243	113.29651	30.71594	-184.79919
7.6045	-85.70251	89.63013	113.29651	-108.86536	-195.17212
7.605	-51.26038	109.67102	111.48376	-195.87708	-214.00452
7.6055	-67.17224	105.6427	100.10376	-270.90454	-89.52942
7.606	-59.82056	81.67419	50.15259	-407.96814	87.31384
7.6065	28.50037	68.17932	3.42407	-504.74854	173.82202
7.607	276.94702	42.8009	-8.56018	-351.57166	126.38855
7.6075	531.03333	44.71436	-5.0354	11.38	37.16125
7.608	646.14258	81.7749	55.08728	130.41687	-52.771
7.6085	607.57141	46.72852	46.02356	29.70886	3.22266
7.609	532.74536	-21.24939	-33.33435	-14.40125	125.98572
7.6095	361.54175	-24.57275	-73.91968	-89.52942	111.8866
7.61	202.72522	-37.56409	-54.68445	-79.05579	-22.45789
7.6105	139.48059	-96.57898	-32.12585	-78.95508	5.84106
7.611	-115.10925	-102.52075	-57.10144	-106.14624	87.61597
7.6115	-461.44409	-33.33435	-84.69543	-68.38074	61.23047
7.612	-598.20557	25.177	-86.30676	38.77258	-13.99841
7.6125	-479.77295	16.61682	-113.1958	147.33582	-70.29419
7.613	-341.90369	-10.57434	-119.03687	191.04309	-82.58057
7.6135	-251.16577	-26.3855	-114.10217	229.01001	49.54834
7.614	-214.50806	-27.79541	-54.68445	103.62854	245.72754
7.6145	-251.26648	-9.66797	-34.74426	-31.21948	396.08459
7.615	-265.56702	-7.95593	-69.89136	-60.12268	421.06018
7.6155	-213.90381	-12.89062	-61.53259	0.70496	142.099
7.616	-133.53882	-29.00391	8.45947	54.58374	-103.42712
7.6165	11.98425	-45.41931	51.05896	82.07703	-131.62537
7.617	204.33655	-79.2572	58.41064	156.50024	-152.87476
7.6175	357.51343	-70.79773	52.771	196.68274	-197.4884
7.618	461.44409	-38.47046	61.02905	127.09351	-232.93762
7.6185	528.71704	-12.08496	80.06287	27.59399	-356.40564
7.619	495.98694	23.06213	95.37048	-45.62073	-396.08459
7.6195	391.04919	82.07703	129.40979	-102.82288	-331.43005
7.62	206.55212	89.73083	141.29333	-92.44995	-194.46716
7.6205	128.302	48.33984	114.60571	-96.47827	-29.91028
7.621	-3.92761	41.89453	45.52002	-115.91492	114.10217
7.6215	-215.31372	86.70959	-21.55151	-82.68127	150.45776
7.622	-365.77148	125.18005	50.15259	-47.03064	45.62073
7.6225	-374.83521	145.72449	125.38147	-67.97791	72.61047
7.623	-245.42542	73.21472	156.70166	-69.38782	180.97229
7.6235	25.37842	-58.41064	128.50342	-178.65601	159.82361
7.624	144.41528	-104.23279	58.30994	-262.44507	15.20691
7.6245	214.81018	-82.07703	0.40283	-436.06567	39.67896
7.625	210.37903	-35.95276	-43.80798	-446.53931	98.89526
7.6255	212.19177	-58.51135	-90.73792	-188.52539	49.0448
7.626	261.13586	-105.94482	-114.60571	158.4137	54.58374
7.6265	176.13831	-84.09119	-94.86694	165.66467	178.05176
7.627	18.93311	-46.02356	-48.23914	192.35229	190.64026
7.6275	-96.67969	-16.61682	-39.88037	234.54895	236.05957
7.628	-174.8291	38.974	-65.56091	21.04797	342.70935
7.6285	-276.24207	117.42554	-52.06604	-100.80872	356.60706
7.629	-342.20581	155.39246	-32.52869	-137.26501	258.81958
7.6295	-289.43481	119.94324	-44.81506	-115.61279	79.66003
7.63	-208.7677	69.38782	-68.48145	-128.40271	-9.46655
7.6305	-141.89758	38.16833	-102.01721	-217.12646	64.85596
7.631	-115.00854	29.40674	-36.4563	-241.19568	159.01794
7.6315	-107.75757	66.46729	63.94958	-23.26355	199.09973
7.632	-130.51758	83.48694	117.72766	30.41382	115.91492
7.6325	13.29346	77.14233	174.32556	-70.3949	-376.64795
7.633	200.20752	41.79382	166.67175	-63.84888	-762.96387
7.6335	256.30188	-30.61523	131.02112	80.96924	-723.78845
7.634	255.89905	-81.27136	103.02429	198.09265	-524.68872
7.6345	128.20129	-63.74817	84.49402	111.9873	-339.28528
7.635	-26.48621	-46.02356	25.177	26.68762	-190.84167
7.6355	-121.55457	-26.68762	-42.39807	106.04553	-103.82996
7.636	-168.78662	-30.91736	-107.65686	372.51892	-111.9873
7.6365	77.54517	-60.52551	-107.25403	527.50854	-77.54517
7.637	396.89026	-79.15649	-71.80481	321.76208	30.51453
7.6375	700.32349	-119.94324	-53.87878	129.20837	80.06287
7.638	1000.63477	-132.12891	-22.86072	51.5625	104.93774
7.6385	974.24927	-124.77722	13.99841	-3.7262	134.14307
