massimale_chiusura.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
1.4795	-47.33276	-7.15027	0.90637	24.47205	-47.63489
1.48	-33.73718	-6.3446	1.61133	20.44373	-45.41931
1.4805	-27.49329	-9.16443	-2.01416	18.42957	-51.36108
1.481	-11.38	-7.35168	0.90637	14.40125	-55.2887
1.4815	-10.17151	-4.73328	3.62549	9.86938	-47.7356
1.482	-5.63965	1.00708	8.7616	13.59558	-54.58374
1.4825	2.92053	-1.10779	4.53186	13.49487	-46.42639
1.483	13.09204	5.84106	3.42407	4.93469	-44.0094
1.4835	21.85364	4.22974	4.53186	3.8269	-41.18958
1.484	29.40674	6.74744	7.5531	-0.90637	-27.39258
1.4845	30.81665	5.74036	8.35876	-10.77576	-25.07629
1.485	47.13135	10.37292	0.60425	-12.18567	-18.02673
1.4855	44.21082	13.49487	0.80566	-15.1062	-1.91345
1.486	47.43347	15.30762	-2.11487	-16.01257	-4.83398
1.4865	50.2533	11.48071	3.52478	-18.32886	14.19983
1.487	47.13135	10.97717	1.2085	-23.26355	14.19983
1.4875	46.02356	8.05664	-0.30212	-17.12036	23.46497
1.488	37.56409	10.77576	2.21558	-26.28479	31.52161
1.4885	32.93152	7.5531	3.12195	-27.59399	39.98108
1.489	34.14001	5.13611	4.22974	-26.3855	34.03931
1.4895	29.00391	8.96301	-2.11487	-29.60815	49.0448
1.49	21.65222	9.46655	0.70496	-27.19116	47.63489
1.4905	15.00549	5.33752	-1.71204	-22.15576	49.74976
1.491	5.0354	-1.51062	-1.61133	-25.47913	49.0448
1.4915	4.02832	1.91345	-2.71912	-15.60974	47.63489
1.492	-7.95593	-2.71912	-4.73328	-15.20691	44.61365
1.4925	-12.38708	-3.7262	1.2085	-9.16443	42.8009
1.493	-20.44373	-7.75452	-2.71912	-9.97009	41.69312
1.4935	-22.86072	-13.797	-8.96301	1.91345	36.85913
1.494	-30.41382	-8.35876	-6.44531	-0.80566	31.62231
1.4945	-44.91577	-10.57434	-5.0354	5.84106	19.03381
1.495	-47.63489	-16.81824	-0.50354	9.06372	8.7616
1.4955	-51.15967	-17.12036	-2.21558	20.04089	2.01416
1.496	-59.31702	-22.15576	-7.04956	14.30054	-1.3092
1.4965	-58.20923	-13.39417	-7.45239	20.74585	-10.57434
1.497	-54.28162	-14.50195	-0.40283	20.84656	-17.52319
1.4975	-54.0802	-18.8324	-7.85522	25.47913	-28.29895
1.498	-47.23206	-19.63806	-7.5531	26.88904	-30.41382
1.4985	-46.5271	-13.99841	-7.95593	28.19824	-43.00232
1.499	-41.69312	-13.19275	-6.44531	24.27063	-41.29028
1.4995	-41.18958	-12.38708	-6.74744	25.27771	-46.02356
1.5	-38.87329	-9.76868	3.22266	23.06213	-53.07312
1.5005	-27.59399	-10.27222	-2.01416	24.67346	-55.49011
1.501	-8.56018	-1.3092	-2.81982	17.82532	-49.0448
1.5015	-1.40991	-0.70496	0.30212	10.97717	-44.31152
1.502	0.90637	-7.35168	-0.70496	9.16443	-45.82214
1.5025	8.25806	-3.02124	2.81982	3.92761	-44.81506
1.503	20.44373	-0.60425	-2.01416	5.94177	-37.06055
1.5035	24.27063	-1.71204	-3.7262	5.33752	-37.36267
1.504	31.11877	7.5531	-1.91345	3.22266	-27.59399
1.5045	32.22656	4.93469	-1.91345	-4.33044	-24.97559
1.505	45.92285	5.53894	-0.40283	-16.41541	-13.49487
1.5055	52.46887	4.12903	-0.90637	-19.73877	-3.92761
1.506	64.55383	8.15735	-4.73328	-21.65222	-2.81982
1.5065	65.3595	10.97717	-1.71204	-20.1416	4.93469
1.507	64.65454	1.10779	-1.10779	-21.65222	16.81824
1.5075	64.95667	9.56726	-2.71912	-26.3855	19.83948
1.508	62.33826	9.36584	-0.20142	-27.39258	28.39966
1.5085	58.51135	4.02832	-4.22974	-22.45789	33.33435
1.509	62.53967	5.53894	-8.45947	-25.47913	36.35559
1.5095	57.00073	5.33752	-5.23682	-29.50745	41.4917
1.51	42.39807	1.81274	-2.21558	-23.66638	48.64197
1.5105	19.33594	-3.22266	-0.50354	-23.66638	46.82922
1.511	7.5531	-0.60425	-0.30212	-21.75293	49.44763
1.5115	-8.8623	1.00708	-1.10779	-17.42249	54.98657
1.512	-31.01807	3.52478	-2.21558	-9.56726	48.33984
1.5125	-38.57117	4.93469	-2.71912	-6.54602	41.89453
1.513	-47.43347	2.01416	-3.62549	-0.10071	36.85913
1.5135	-49.95117	-0.30212	-5.33752	-1.10779	26.28479
1.514	-53.97949	-5.74036	0.30212	2.61841	21.65222
1.5145	-52.67029	-4.22974	-6.14319	2.81982	21.75293
1.515	-63.54675	-13.59558	-2.21558	5.74036	10.77576
1.5155	-63.74817	-8.25806	-5.84106	12.99133	3.7262
1.516	-61.12976	-12.5885	-1.10779	16.51611	-3.12195
1.5165	-58.91418	-11.88354	-5.33752	20.04089	-8.96301
1.517	-56.79932	-12.18567	-2.61841	26.48621	-14.40125
1.5175	-50.65613	-19.33594	-6.3446	16.61682	-29.60815
1.518	-43.50586	-19.63806	-4.93469	22.45789	-26.78833
1.5185	-40.98816	-19.03381	-1.91345	20.64514	-36.55701
1.519	-26.78833	-18.42957	-3.42407	26.48621	-40.38391
1.5195	-22.05505	-16.01257	-9.26514	28.19824	-41.39099
1.52	-21.95435	-15.00549	-6.94885	24.57275	-44.81506
1.5205	-12.18567	-15.91187	-1.3092	17.6239	-50.75684
1.521	-2.31628	-8.96301	-2.31628	13.59558	-49.85046
1.5215	8.56018	0.20142	-3.12195	16.41541	-50.15259
1.522	13.19275	4.53186	5.13611	9.76868	-47.63489
1.5225	13.49487	-0.60425	7.65381	6.64673	-42.49878
1.523	15.81116	1.51062	3.8269	4.22974	-43.70728
1.5235	15.20691	5.33752	-2.31628	-5.13611	-38.47046
1.524	19.73877	10.47363	5.0354	-2.71912	-31.52161
1.5245	17.22107	13.99841	5.53894	-8.45947	-30.61523
1.525	29.30603	21.45081	6.84814	-11.17859	-13.797
1.5255	35.44922	26.68762	-0.90637	-18.12744	-9.86938
1.526	36.05347	21.24939	-3.12195	-18.93311	-3.12195
1.5265	32.22656	11.58142	0.90637	-19.63806	5.13611
1.527	39.07471	24.97559	7.35168	-22.96143	17.42249
1.5275	36.05347	18.12744	2.71912	-25.07629	20.84656
1.528	37.96692	12.99133	-0.90637	-29.70886	24.87488
1.5285	36.35559	11.88354	6.14319	-26.68762	34.74426
1.529	40.98816	8.7616	1.3092	-29.91028	34.34143
1.5295	34.44214	1.71204	2.11487	-25.177	44.91577
1.53	27.89612	9.16443	0.80566	-27.29187	43.50586
1.5305	21.85364	0.70496	4.53186	-22.76001	50.45471
1.531	5.74036	2.01416	-1.71204	-16.81824	48.03772
1.5315	1.3092	-5.33752	-4.63257	-12.08496	48.03772
1.532	-11.38	-7.15027	-8.66089	-16.11328	44.71436
1.5325	-13.99841	-2.81982	-2.81982	-11.2793	36.05347
1.533	-19.83948	-11.2793	-5.33752	-12.18567	32.7301
1.5335	-29.91028	-13.39417	-3.22266	-6.64673	34.44214
1.534	-37.7655	-11.98425	-2.31628	-3.12195	33.13293
1.5345	-44.61365	-13.39417	-3.42407	2.81982	24.67346
1.535	-46.32568	-12.38708	-3.32336	9.76868	12.89062
1.5355	-62.33826	-15.40833	-4.53186	13.59558	2.5177
1.536	-61.73401	-20.24231	1.71204	10.0708	0.50354
1.5365	-62.9425	-18.93311	-0.60425	19.03381	-14.90479
1.537	-52.16675	-15.71045	-4.43115	18.42957	-22.35718
1.5375	-59.71985	-13.797	-2.5177	21.04797	-26.68762
1.538	-58.61206	-14.80408	-2.11487	24.37134	-31.32019
1.5385	-50.05188	-8.66089	0	19.53735	-36.35559
1.539	-45.62073	-15.60974	-5.53894	15.40833	-42.8009
1.5395	-45.62073	-15.71045	-2.5177	28.39966	-48.44055
1.54	-33.63647	-12.89062	-3.42407	24.97559	-47.23206
1.5405	-23.8678	-7.5531	-3.32336	20.1416	-53.17383
1.541	-7.5531	-9.16443	-10.37292	17.52319	-49.74976
1.5415	8.15735	-8.45947	-2.61841	17.01965	-50.65613
1.542	13.99841	-10.57434	-0.10071	11.78284	-48.33984
1.5425	14.90479	-8.25806	-0.10071	9.56726	-42.19666
1.543	19.33594	-2.11487	4.02832	9.36584	-43.80798
1.5435	24.27063	0.40283	-6.74744	0.50354	-30.41382
1.544	32.42798	10.37292	4.73328	-1.00708	-33.13293
1.5445	37.26196	7.15027	-1.2085	-6.44531	-26.28479
1.545	43.00232	7.45239	-2.31628	-15.1062	-17.72461
1.5455	51.05896	11.17859	2.41699	-15.20691	-5.0354
1.546	52.06604	16.3147	0.70496	-14.40125	-2.11487
1.5465	45.52002	18.63098	-1.61133	-20.84656	16.41541
1.547	46.22498	16.41541	-0.10071	-24.16992	22.25647
1.5475	48.84338	6.94885	2.01416	-23.96851	24.67346
1.548	47.53418	8.66089	0.90637	-29.50745	34.84497
1.5485	52.56958	12.18567	-5.53894	-27.19116	34.74426
1.549	46.92993	15.91187	-4.43115	-26.58691	42.59949
1.5495	35.95276	11.68213	3.7262	-28.9032	46.22498
1.55	20.04089	6.84814	-1.00708	-23.56567	48.84338
1.5505	13.09204	7.15027	-1.00708	-22.05505	47.7356
1.551	4.53186	1.71204	1.40991	-21.55151	46.42639
1.5515	0.50354	-0.30212	-4.53186	-18.93311	48.74268
1.552	4.53186	-11.58142	-6.14319	-18.12744	36.05347
1.5525	-3.42407	-12.18567	-4.33044	-14.40125	34.84497
1.553	-23.26355	-9.97009	-5.53894	-11.68213	28.60107
1.5535	-25.68054	-14.30054	-2.5177	-0.40283	30.91736
1.554	-15.50903	-13.39417	-2.71912	-7.15027	22.35718
1.5545	-20.54443	-14.80408	-1.81274	-0.10071	21.04797
1.555	-24.47205	-22.96143	-6.14319	10.67505	12.18567
1.5555	-28.80249	-23.06213	-5.33752	10.37292	-0.90637
1.556	-34.14001	-23.06213	-0.90637	19.94019	-2.71912
1.5565	-39.57825	-25.57983	0.70496	21.85364	-12.38708
1.557	-46.02356	-18.63098	-4.73328	20.24231	-20.1416
1.5575	-46.72852	-18.42957	-2.31628	25.07629	-24.87488
1.558	-43.90869	-16.11328	-4.33044	18.12744	-30.51453
1.5585	-53.87878	-16.3147	0.10071	23.26355	-37.56409
1.559	-44.61365	-11.98425	-1.81274	33.13293	-42.19666
1.5595	-42.29736	-16.91895	-2.01416	25.78125	-44.11011
1.56	-34.44214	-10.0708	0.70496	25.177	-53.87878
1.5605	-25.88196	-4.43115	-0.30212	17.42249	-51.86462
1.561	-21.55151	0.50354	-0.50354	15.40833	-51.36108
1.5615	-20.04089	2.5177	4.73328	7.75452	-49.64905
1.562	-23.26355	4.53186	-2.61841	8.25806	-53.67737
1.5625	-18.63098	6.54602	3.7262	10.77576	-46.42639
1.563	-5.74036	12.68921	1.71204	1.81274	-42.29736
1.5635	5.53894	8.66089	2.71912	-7.25098	-36.55701
1.564	18.42957	8.05664	5.43823	-5.74036	-26.08337
1.5645	29.80957	8.56018	-4.02832	-7.75452	-25.47913
1.565	39.27612	13.39417	0	-15.40833	-18.53027
1.5655	41.39099	8.96301	-2.71912	-25.27771	-6.2439
1.566	45.62073	16.11328	-2.31628	-22.45789	3.32336
1.5665	42.8009	10.87646	1.91345	-30.51453	9.66797
1.567	45.82214	13.797	-0.10071	-26.3855	19.23523
1.5675	47.13135	19.03381	5.74036	-25.78125	26.28479
1.568	44.11011	8.45947	-1.81274	-31.92444	35.95276
1.5685	39.98108	13.99841	1.51062	-28.9032	37.56409
1.569	38.67188	9.16443	5.43823	-25.07629	39.98108
1.5695	27.99683	7.15027	1.71204	-31.72302	38.16833
1.57	24.67346	4.93469	-1.3092	-30.11169	49.14551
1.5705	11.38	-0.60425	1.91345	-25.177	45.82214
1.571	10.87646	1.61133	-1.71204	-18.42957	48.03772
1.5715	0.50354	-1.51062	2.71912	-14.19983	45.41931
1.572	-9.76868	-6.74744	-0.20142	-15.30762	46.32568
1.5725	-17.01965	-4.33044	3.22266	-15.00549	44.51294
1.573	-27.29187	-16.41541	-2.5177	-9.56726	37.36267
1.5735	-29.70886	-14.70337	-1.51062	-4.22974	30.91736
1.574	-36.65771	-19.83948	-1.61133	-1.51062	19.03381
1.5745	-44.81506	-17.82532	-2.5177	3.62549	16.81824
1.575	-50.65613	-16.81824	-3.92761	12.78992	13.09204
1.5755	-60.22339	-15.60974	0.30212	16.71753	0.60425
1.576	-53.87878	-16.21399	4.22974	20.04089	-2.81982
1.5765	-56.90002	-15.71045	0.30212	22.45789	-18.22815
1.577	-50.95825	-18.63098	-2.31628	16.71753	-22.35718
1.5775	-54.88586	-20.1416	-2.71912	25.47913	-22.55859
1.578	-47.63489	-17.6239	0.90637	23.16284	-30.91736
1.5785	-42.19666	-19.63806	-2.81982	28.70178	-39.27612
1.579	-38.47046	-12.28638	-4.33044	29.50745	-46.22498
1.5795	-42.19666	-13.69629	-3.7262	28.80249	-51.46179
1.58	-33.13293	-6.94885	-3.22266	22.96143	-41.69312
1.5805	-22.05505	-2.31628	1.51062	22.45789	-48.64197
1.581	-14.40125	-2.31628	-2.21558	22.6593	-52.16675
1.5815	-2.71912	-1.91345	0.40283	10.0708	-53.67737
1.582	-6.74744	0.50354	-3.92761	12.48779	-45.82214
1.5825	5.53894	2.71912	0.10071	11.58142	-44.41223
1.583	9.46655	-1.10779	1.61133	5.53894	-40.58533
1.5835	20.1416	1.81274	0.90637	2.61841	-32.7301
1.584	24.57275	4.93469	-5.74036	-0.60425	-29.91028
1.5845	33.9386	1.81274	1.00708	2.21558	-22.55859
1.585	40.98816	6.94885	1.10779	-10.37292	-8.25806
1.5855	45.3186	5.84106	-2.81982	-12.48779	-6.14319
1.586	54.78516	10.47363	-7.65381	-17.22107	-1.00708
1.5865	51.76392	14.80408	-4.02832	-15.1062	9.36584
1.587	53.37524	14.60266	0.20142	-21.14868	18.02673
1.5875	43.80798	9.86938	0.20142	-22.45789	27.79541
1.588	41.29028	5.84106	2.11487	-27.19116	33.23364
1.5885	38.06763	8.05664	-0.80566	-20.24231	37.36267
1.589	40.38391	5.33752	-3.8269	-20.24231	35.14709
1.5895	32.83081	10.57434	5.84106	-25.88196	38.36975
1.59	22.25647	5.33752	-2.5177	-23.26355	47.03064
1.5905	13.89771	0.30212	1.00708	-21.55151	45.82214
1.591	9.06372	-6.2439	3.22266	-19.83948	52.06604
1.5915	-1.51062	-2.92053	0.20142	-13.797	53.87878
1.592	-8.05664	-6.94885	-0.10071	-5.74036	54.78516
1.5925	-15.30762	-11.58142	-7.15027	-7.35168	39.37683
1.593	-20.64514	-7.04956	-2.92053	0.70496	36.15417
1.5935	-20.74585	-15.20691	-1.71204	2.92053	35.44922
1.594	-31.21948	-15.30762	-4.73328	7.15027	26.88904
1.5945	-39.57825	-18.63098	-3.7262	6.14319	25.57983
1.595	-48.23914	-13.29346	-4.33044	8.7616	16.91895
1.5955	-59.01489	-16.51611	1.3092	12.18567	0.70496
1.596	-62.9425	-17.92603	0.70496	16.71753	-1.51062
1.5965	-58.91418	-21.55151	-2.11487	25.37842	-8.96301
1.597	-55.69153	-22.86072	-2.71912	24.27063	-20.74585
1.5975	-55.2887	-20.64514	-3.22266	31.62231	-29.30603
1.598	-53.37524	-18.32886	-0.70496	21.45081	-33.83789
1.5985	-45.82214	-10.57434	-9.16443	26.48621	-35.75134
1.599	-48.23914	-11.98425	-6.44531	26.08337	-41.39099
1.5995	-42.29736	-9.16443	-4.12903	23.36426	-44.41223
1.6	-37.16125	-4.43115	3.62549	19.83948	-47.43347
1.6005	-24.37134	-5.0354	1.91345	25.57983	-54.78516
1.601	-14.70337	2.11487	-3.02124	17.52319	-55.18799
1.6015	-6.3446	4.93469	0.90637	21.14868	-49.85046
1.602	4.33044	2.11487	2.01416	7.75452	-48.74268
1.6025	5.84106	-0.30212	-3.02124	4.53186	-42.8009
1.603	16.81824	2.11487	3.7262	9.06372	-47.33276
1.6035	18.93311	5.13611	2.5177	-2.5177	-34.84497
1.604	26.3855	8.56018	4.73328	-2.01416	-24.87488
1.6045	35.95276	7.35168	-2.92053	-8.35876	-24.06921
1.605	39.47754	3.12195	-1.10779	-10.77576	-13.99841
1.6055	50.15259	8.56018	-0.70496	-15.60974	-6.94885
1.606	52.36816	18.22815	-0.10071	-17.52319	5.53894
1.6065	47.7356	15.50903	-0.10071	-22.45789	12.99133
1.607	46.5271	10.37292	0	-22.05505	13.69629
1.6075	41.59241	10.67505	-1.40991	-25.177	22.6593
1.608	35.75134	14.80408	-4.33044	-26.18408	29.10461
1.6085	37.56409	18.32886	0.50354	-22.55859	34.94568
1.609	30.11169	14.90479	1.2085	-26.08337	43.60657
1.6095	23.46497	10.77576	-4.33044	-27.49329	43.20374
1.61	17.6239	3.8269	2.11487	-24.67346	46.42639
1.6105	9.46655	3.8269	-4.02832	-26.08337	46.72852
1.611	-0.50354	3.22266	9.56726	-26.18408	46.02356
1.6115	-4.53186	-1.51062	3.52478	-18.42957	43.90869
1.612	-14.19983	-7.04956	0.50354	-14.90479	41.29028
1.6125	-20.24231	-8.7616	-1.10779	-6.44531	36.15417
1.613	-24.47205	-5.23682	-2.01416	-5.63965	30.11169
1.6135	-31.72302	-10.17151	2.01416	-1.91345	24.77417
1.614	-34.94568	-5.53894	1.10779	4.63257	21.65222
1.6145	-42.59949	-13.49487	2.31628	2.61841	17.42249
1.615	-48.74268	-14.40125	1.51062	6.94885	12.5885
1.6155	-55.69153	-12.99133	-1.2085	11.98425	-0.30212
1.616	-63.84888	-11.58142	-3.7262	16.3147	-8.56018
1.6165	-62.13684	-16.61682	-1.71204	16.21399	-15.20691
1.617	-58.30994	-16.81824	-3.12195	22.86072	-24.16992
1.6175	-58.81348	-17.92603	-2.71912	19.53735	-29.91028
1.618	-52.97241	-19.13452	-6.14319	21.65222	-25.07629
1.6185	-52.56958	-10.27222	-1.81274	25.57983	-33.03223
1.619	-49.0448	-12.5885	-1.00708	21.85364	-45.52002
1.6195	-37.96692	-6.54602	5.53894	20.44373	-44.51294
1.62	-39.57825	-12.89062	2.11487	27.89612	-46.92993
1.6205	-27.99683	-5.13611	-2.71912	22.25647	-52.36816
1.621	-13.29346	-2.5177	-1.81274	14.70337	-54.18091
1.6215	5.94177	4.33044	-3.12195	13.49487	-50.55542
1.622	15.00549	2.01416	0.90637	15.1062	-40.48462
1.6225	19.73877	3.22266	-2.11487	12.5885	-42.19666
1.623	26.18408	3.7262	-4.02832	6.94885	-42.39807
1.6235	35.75134	4.53186	0.70496	4.22974	-35.34851
1.624	47.63489	6.94885	-4.02832	-6.94885	-26.68762
1.6245	48.33984	7.04956	1.3092	-8.66089	-23.66638
1.625	53.77808	6.94885	1.71204	-13.99841	-9.76868
1.6255	56.5979	2.31628	5.74036	-12.48779	-3.8269
1.626	60.12268	6.64673	-0.10071	-19.13452	2.31628
1.6265	60.3241	12.89062	-2.11487	-18.53027	16.11328
1.627	51.15967	6.64673	-4.43115	-24.27063	17.52319
1.6275	40.68604	8.96301	-2.71912	-22.35718	26.28479
1.628	29.10461	14.09912	0.50354	-26.28479	31.92444
1.6285	26.98975	13.89771	-5.13611	-26.68762	29.91028
1.629	12.99133	13.49487	-0.90637	-23.8678	36.05347
1.6295	4.63257	22.25647	4.12903	-22.96143	44.71436
1.63	1.91345	16.91895	0.60425	-25.27771	44.71436
1.6305	-1.00708	11.68213	2.41699	-22.96143	52.26746
1.631	-7.95593	4.93469	-1.3092	-19.23523	50.65613
1.6315	-6.84814	2.92053	-2.21558	-16.71753	47.63489
1.632	-4.33044	-7.85522	1.71204	-10.57434	45.11719
1.6325	-13.09204	-17.42249	1.40991	-8.35876	37.7655
1.633	-21.55151	-21.24939	1.2085	-6.54602	37.26196
1.6335	-27.99683	-11.58142	-3.92761	-4.33044	30.31311
1.634	-34.74426	-10.47363	-6.04248	1.10779	28.19824
1.6345	-44.61365	-14.80408	-2.92053	5.63965	20.24231
1.635	-48.64197	-17.01965	-6.2439	12.28638	9.36584
1.6355	-46.42639	-21.85364	-4.93469	10.57434	2.21558
1.636	-51.66321	-13.09204	-5.43823	13.59558	-0.30212
1.6365	-53.27454	-15.60974	-2.11487	24.57275	-22.25647
1.637	-47.13135	-14.80408	-4.33044	19.03381	-21.75293
1.6375	-47.8363	-20.24231	-3.02124	23.36426	-27.6947
1.638	-50.45471	-23.26355	4.02832	23.56567	-32.93152
1.6385	-47.23206	-19.13452	0.90637	25.68054	-39.77966
1.639	-47.33276	-11.78284	-3.22266	25.27771	-47.23206
1.6395	-38.87329	-9.97009	-6.04248	25.07629	-44.71436
1.64	-27.89612	-17.42249	-2.92053	15.91187	-44.81506
1.6405	-22.25647	-19.13452	-5.53894	19.94019	-49.64905
1.641	-9.97009	-9.36584	-1.81274	17.6239	-49.0448
1.6415	3.7262	-6.3446	-4.33044	13.797	-47.63489
1.642	12.18567	-2.81982	-8.25806	14.19983	-51.86462
1.6425	10.97717	-2.11487	-0.90637	6.74744	-47.23206
1.643	17.32178	1.71204	-5.33752	-6.74744	-40.88745
1.6435	23.06213	5.23682	-4.73328	-4.63257	-38.67188
1.644	26.18408	10.27222	-2.31628	-7.5531	-27.99683
1.6445	40.48462	3.22266	2.31628	-6.44531	-24.67346
1.645	50.45471	0.90637	-3.32336	-12.28638	-15.30762
1.6455	49.34692	12.5885	-3.8269	-13.19275	-5.53894
1.646	52.16675	13.29346	-0.90637	-15.30762	-1.40991
1.6465	50.85754	8.25806	0.60425	-21.65222	12.89062
1.647	49.64905	9.46655	-2.11487	-26.98975	22.76001
1.6475	60.12268	10.77576	2.81982	-24.67346	27.99683
1.648	55.59082	9.76868	1.10779	-27.79541	34.34143
1.6485	52.771	8.45947	-0.30212	-26.28479	37.16125
1.649	48.33984	10.17151	0.90637	-18.93311	39.77966
1.6495	41.29028	6.94885	-0.50354	-22.35718	43.70728
1.65	29.20532	5.23682	5.74036	-23.46497	45.11719
1.6505	14.50195	-1.81274	0.30212	-22.05505	48.13843
1.651	6.2439	-1.71204	-4.02832	-20.44373	50.15259
1.6515	-14.70337	-8.35876	-3.32336	-17.42249	49.85046
1.652	-27.99683	-9.46655	-4.93469	-13.99841	42.19666
1.6525	-37.26196	-5.94177	-4.93469	-7.75452	43.80798
1.653	-42.59949	-3.12195	-4.93469	-2.11487	36.25488
1.6535	-43.10303	-5.94177	-4.93469	0.70496	34.74426
1.654	-44.81506	-4.73328	-4.93469	4.53186	30.41382
1.6545	-48.23914	-10.57434	-4.93469	7.35168	16.61682
1.655	-52.97241	-13.09204	-4.93469	12.08496	9.97009
1.6555	-52.8717	-16.61682	-4.93469	13.797	8.56018
1.656	-60.52551	-18.12744	-4.93469	12.68921	-2.71912
1.6565	-59.92126	-20.04089	-4.93469	21.45081	-19.73877
1.657	-55.99365	-17.12036	-4.93469	18.12744	-25.88196
1.6575	-57.10144	-10.67505	-4.93469	23.16284	-29.91028
1.658	-57.20215	-15.50903	-4.93469	21.3501	-34.54285
1.6585	-47.8363	-19.23523	-4.93469	27.09045	-34.64355
1.659	-45.92285	-17.6239	-4.93469	24.67346	-36.95984
1.6595	-38.974	-14.90479	-2.5177	21.85364	-42.29736
1.66	-34.34143	-13.69629	-5.43823	24.97559	-50.85754
1.6605	-25.68054	-11.48071	-3.52478	22.55859	-50.15259
1.661	-14.19983	-5.84106	-3.52478	16.61682	-48.13843
1.6615	-2.41699	-4.83398	-2.41699	14.70337	-49.24622
1.662	3.7262	0.30212	-5.74036	16.51611	-52.06604
1.6625	8.35876	8.7616	-3.8269	10.77576	-40.98816
1.663	18.32886	8.15735	0.60425	2.92053	-39.77966
1.6635	20.64514	4.12903	-1.10779	5.53894	-31.11877
1.664	29.00391	3.92761	3.32336	-1.51062	-28.70178
1.6645	36.95984	10.77576	-0.70496	-10.77576	-24.47205
1.665	36.55701	8.56018	-0.10071	-16.41541	-15.00549
1.6655	49.34692	12.18567	3.62549	-20.84656	-7.15027
1.666	55.59082	12.38708	0.40283	-19.73877	1.51062
1.6665	50.2533	11.48071	0.10071	-25.07629	8.45947
1.667	44.21082	10.17151	0.50354	-22.25647	15.81116
1.6675	44.31152	15.40833	2.31628	-21.14868	27.89612
1.668	35.95276	19.83948	7.85522	-25.88196	33.83789
1.6685	33.53577	14.80408	6.54602	-23.46497	31.62231
1.669	37.16125	14.09912	8.66089	-32.12585	39.37683
1.6695	31.11877	7.5531	6.94885	-32.42798	46.32568
1.67	25.07629	10.17151	2.11487	-20.1416	42.39807
1.6705	19.33594	1.00708	2.41699	-20.04089	48.33984
1.671	5.13611	-0.10071	0.40283	-23.46497	54.28162
1.6715	-3.12195	1.10779	2.5177	-15.91187	47.63489
1.672	-6.94885	-7.45239	0.40283	-16.71753	47.33276
1.6725	-9.16443	-0.90637	-0.50354	-9.86938	39.37683
1.673	-19.43665	-2.92053	-4.53186	-0.10071	38.57117
1.6735	-23.66638	-7.75452	-3.12195	-1.3092	31.32019
1.674	-38.47046	-10.77576	-4.73328	1.91345	26.3855
1.6745	-38.06763	-17.12036	0.70496	6.14319	20.34302
1.675	-43.20374	-15.20691	0.30212	11.68213	10.97717
1.6755	-42.49878	-16.3147	-0.30212	10.0708	2.5177
1.676	-54.98657	-16.61682	-7.95593	14.40125	-0.90637
1.6765	-57.30286	-15.60974	-4.63257	22.76001	-12.89062
1.677	-48.33984	-18.73169	1.71204	22.6593	-20.24231
1.6775	-47.8363	-16.11328	-6.84814	21.14868	-29.80957
1.678	-46.92993	-19.33594	-4.73328	29.10461	-32.52869
1.6785	-49.24622	-9.56726	-1.10779	29.00391	-32.22656
1.679	-44.81506	-13.29346	-2.41699	28.29895	-44.21082
1.6795	-32.93152	-16.41541	-2.92053	21.85364	-43.40515
1.68	-26.68762	-14.19983	4.53186	24.87488	-50.65613
1.6805	-18.93311	-17.22107	0.70496	23.26355	-46.62781
1.681	-7.15027	-8.56018	1.3092	14.19983	-46.02356
1.6815	6.54602	-1.71204	-1.40991	11.88354	-48.03772
1.682	9.26514	-10.77576	0.10071	15.20691	-45.11719
1.6825	16.91895	-2.11487	-4.73328	3.42407	-45.82214
1.683	27.39258	2.01416	-0.10071	12.5885	-39.27612
1.6835	28.70178	2.61841	4.43115	1.71204	-31.11877
1.684	32.42798	11.2793	-0.30212	-4.83398	-22.86072
1.6845	43.20374	7.5531	0.70496	-4.73328	-23.76709
1.685	46.12427	13.49487	0.10071	-12.38708	-12.99133
1.6855	47.43347	12.5885	2.41699	-20.84656	-7.35168
1.686	46.12427	12.5885	4.22974	-15.71045	1.10779
1.6865	47.43347	10.67505	4.43115	-26.28479	8.66089
1.687	44.61365	11.58142	2.41699	-29.80957	16.21399
1.6875	43.60657	6.2439	2.71912	-24.67346	24.67346
1.688	40.78674	6.14319	8.7616	-26.08337	29.50745
1.6885	29.70886	13.09204	4.63257	-34.44214	37.96692
1.689	28.09753	12.89062	0.50354	-31.52161	39.77966
1.6895	23.66638	8.96301	1.71204	-31.11877	42.8009
1.69	21.65222	12.68921	-0.90637	-22.96143	45.01648
1.6905	10.37292	6.74744	5.94177	-26.68762	48.44055
1.691	7.35168	3.7262	-1.40991	-18.73169	46.92993
1.6915	-2.71912	-1.61133	-2.61841	-15.1062	53.67737
1.692	-12.78992	-3.52478	1.10779	-7.15027	45.82214
1.6925	-12.99133	-12.68921	-1.91345	-11.38	45.2179
1.693	-21.85364	-6.54602	-1.61133	-4.43115	32.22656
1.6935	-27.09045	-12.28638	1.71204	-0.50354	29.70886
1.694	-31.21948	-12.08496	-0.30212	3.7262	30.91736
1.6945	-41.39099	-18.63098	-0.30212	7.35168	21.65222
1.695	-48.84338	-18.53027	0.80566	9.66797	10.0708
1.6955	-50.65613	-19.53735	0.90637	9.46655	1.61133
